R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
11,6,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,15,10,2,0,110,5.5,1,0,0,0,0,6.5
11,10,10,2,0,110,5.5,1,0,0,0,0,6.5
10,16,13,2,0,76.92,5,1,0,0,0,0,6
10,19,13,2,0,76.92,5,1,0,0,0,0,6
10,6,7,2,0,142.85,5,1,0,0,0,0,6
10,13,14,2,0,71.42,5,1,0,0,0,0,6
10,10,7,2,0,142.85,5,1,0,0,0,0,6
10,3,4,2,0,250,5,1,0,0,0,0,6
10,8,9,2,0,111.11,5,1,0,0,0,0,6
10,6,6,2,0,166.66,5,1,0,0,0,0,6
10,10,6,2,0,166.66,5,1,0,0,0,0,6
10,12,11,2,0,90.9,5,1,0,0,0,0,6
10,10,8,2,0,125,5,1,0,0,0,0,6
10,9,9,2,0,111.11,5,1,0,0,0,0,6
10,17,14,2,0,71.42,5,1,0,0,0,0,6
10,18,12,2,0,83.33,5,1,0,0,0,0,6
10,8,5,2,0,200,5,1,0,0,0,0,6
10,19,12,2,0,83.33,5,1,0,0,0,0,6
10,9,5,2,0,200,5,1,0,0,0,0,6
10,14,9,2,0,111.11,5,1,0,0,0,0,6
10,27,8,2,0,125,5,1,0,0,0,0,6
10,14,7,2,0,142.85,5,1,0,0,0,0,6
10,8,8,2,0,125,5,1,0,0,0,0,6
10,8,4,2,0,250,5,1,0,0,0,0,6
10,7,10,2,0,100,5,1,0,0,0,0,6
10,5,5,2,0,200,5,1,0,0,0,0,6
10,12,12,2,0,83.33,5,1,0,0,0,0,6
10,15,9,2,0,111.11,5,1,0,0,0,0,6
10,12,8,2,0,125,5,1,0,0,0,0,6
10,8,8,2,0,125,5,1,0,0,0,0,6
10,6,7,2,0,142.85,5,1,0,0,0,0,6
10,14,13,2,0,76.92,5,1,0,0,0,0,6
9,9,3,2,0,300,4.5,1,0,0,0,0,5.5
9,12,10,2,0,90,4.5,1,0,0,0,0,5.5
9,15,8,2,0,112.5,4.5,1,0,0,0,0,5.5
9,10,6,2,0,150,4.5,1,0,0,0,0,5.5
9,8,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,10,6,2,0,150,4.5,1,0,0,0,0,5.5
9,11,12,2,0,75,4.5,1,0,0,0,0,5.5
9,13,10,2,0,90,4.5,1,0,0,0,0,5.5
9,9,8,2,0,112.5,4.5,1,0,0,0,0,5.5
9,6,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,22,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,18,8,2,0,112.5,4.5,1,0,0,0,0,5.5
9,6,4,2,0,225,4.5,1,0,0,0,0,5.5
9,21,12,2,0,75,4.5,1,0,0,0,0,5.5
9,15,11,2,0,81.81,4.5,1,0,0,0,0,5.5
9,9,11,2,0,81.81,4.5,1,0,0,0,0,5.5
9,9,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,11,11,2,0,81.81,4.5,1,0,0,0,0,5.5
9,15,12,2,0,75,4.5,1,0,0,0,0,5.5
9,7,6,2,0,150,4.5,1,0,0,0,0,5.5
9,9,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,17,7,2,0,128.57,4.5,1,0,0,0,0,5.5
9,10,4,2,0,225,4.5,1,0,0,0,0,5.5
9,10,11,2,0,81.81,4.5,1,0,0,0,0,5.5
9,16,9,2,0,100,4.5,1,0,0,0,0,5.5
8,7,5,2,0,160,4,1,0,0,0,0,5
8,7,6,2,0,133.33,4,1,0,0,0,0,5
8,8,6,2,0,133.33,4,1,0,0,0,0,5
8,2,3,2,0,266.66,4,1,0,0,0,0,5
8,3,5,2,0,160,4,1,0,0,0,0,5
8,7,6,2,0,133.33,4,1,0,0,0,0,5
8,2,4,2,0,200,4,1,0,0,0,0,5
8,12,4,2,0,200,4,1,0,0,0,0,5
8,16,10,2,0,80,4,1,0,0,0,0,5
8,3,6,2,0,133.33,4,1,0,0,0,0,5
8,7,5,2,0,160,4,1,0,0,0,0,5
8,5,6,2,0,133.33,4,1,0,0,0,0,5
8,15,9,2,0,88.88,4,1,0,0,0,0,5
8,2,2,2,0,400,4,1,0,0,0,0,5
74,74,46,1,5,160.86,37,0.5,5,4,0,0,46.5
56,62,34,1,5,164.7,28,0.5,5,4,0,0,37.5
54,44,30,1,5,180,27,0.5,5,4,0,0,36.5
50,49,24,1,5,208.33,25,0.5,5,4,0,0,34.5
46,36,20,1,5,230,23,0.5,5,0,0,0,28.5
41,40,17,1,5,241.17,20.5,0.5,5,0,0,0,26
44,36,25,1,4,176,22,0.5,4,0,0,0,26.5
40,38,24,1,4,166.66,20,0.5,4,0,0,0,24.5
39,36,25,1,4,156,19.5,0.5,4,0,0,0,24
39,37,24,1,4,162.5,19.5,0.5,4,0,0,0,24
36,16,17,1,4,211.76,18,0.5,4,0,0,0,22.5
35,28,15,1,4,233.33,17.5,0.5,4,0,0,0,22
62,67,46,1,3,134.78,31,0.5,3,4,0,0,38.5
53,72,42,1,3,126.19,26.5,0.5,3,4,0,0,34
47,64,32,1,3,146.87,23.5,0.5,3,0,0,0,27
44,42,29,1,3,151.72,22,0.5,3,0,0,0,25.5
41,44,30,1,3,136.66,20.5,0.5,3,0,0,0,24
39,48,34,1,3,114.7,19.5,0.5,3,0,0,0,23
39,33,25,1,3,156,19.5,0.5,3,0,0,0,23
36,32,17,1,3,211.76,18,0.5,3,0,0,0,21.5
35,30,23,1,3,152.17,17.5,0.5,3,0,0,0,21
34,37,17,1,3,200,17,0.5,3,0,0,0,20.5
34,33,19,1,3,178.94,17,0.5,3,0,0,0,20.5
34,46,33,1,3,103.03,17,0.5,3,0,0,0,20.5
32,34,23,1,3,139.13,16,0.5,3,0,0,0,19.5
31,21,15,1,3,206.66,15.5,0.5,3,0,0,0,19
31,22,14,1,3,221.42,15.5,0.5,3,0,0,0,19
31,31,21,1,3,147.61,15.5,0.5,3,0,0,0,19
31,19,18,1,3,172.22,15.5,0.5,3,0,0,0,19
30,30,15,1,3,200,15,0.5,3,0,0,0,18.5
29,26,16,1,3,181.25,14.5,0.5,3,0,0,0,18
29,29,19,1,3,152.63,14.5,0.5,3,0,0,0,18
29,23,11,1,3,263.63,14.5,0.5,3,0,0,0,18
29,21,14,1,3,207.14,14.5,0.5,3,0,0,0,18
41,41,24,1,2,170.83,20.5,0.5,2,0,0,0,23
40,58,36,1,2,111.11,20,0.5,2,0,0,0,22.5
39,73,36,1,2,108.33,19.5,0.5,2,0,0,0,22
38,52,35,1,2,108.57,19,0.5,2,0,0,0,21.5
36,46,23,1,2,156.52,18,0.5,2,0,0,0,20.5
36,43,25,1,2,144,18,0.5,2,0,0,0,20.5
36,37,20,1,2,180,18,0.5,2,0,0,0,20.5
34,29,20,1,2,170,17,0.5,2,0,0,0,19.5
34,35,27,1,2,125.92,17,0.5,2,0,0,0,19.5
34,40,28,1,2,121.42,17,0.5,2,0,0,0,19.5
34,41,28,1,2,121.42,17,0.5,2,0,0,0,19.5
33,45,23,1,2,143.47,16.5,0.5,2,0,0,0,19
33,41,29,1,2,113.79,16.5,0.5,2,0,0,0,19
33,26,26,1,2,126.92,16.5,0.5,2,0,0,0,19
33,35,25,1,2,132,16.5,0.5,2,0,0,0,19
32,23,18,1,2,177.77,16,0.5,2,0,0,0,18.5
32,48,27,1,2,118.51,16,0.5,2,0,0,0,18.5
31,34,21,1,2,147.61,15.5,0.5,2,0,0,0,18
31,30,22,1,2,140.9,15.5,0.5,2,0,0,0,18
31,29,28,1,2,110.71,15.5,0.5,2,0,0,0,18
30,36,22,1,2,136.36,15,0.5,2,0,0,0,17.5
30,24,20,1,2,150,15,0.5,2,0,0,0,17.5
30,35,20,1,2,150,15,0.5,2,0,0,0,17.5
30,35,27,1,2,111.11,15,0.5,2,0,0,0,17.5
30,29,17,1,2,176.47,15,0.5,2,0,0,0,17.5
30,36,20,1,2,150,15,0.5,2,0,0,0,17.5
30,36,27,1,2,111.11,15,0.5,2,0,0,0,17.5
29,39,30,1,2,96.66,14.5,0.5,2,0,0,0,17
28,25,20,1,2,140,14,0.5,2,0,0,0,16.5
28,32,21,1,2,133.33,14,0.5,2,0,0,0,16.5
28,24,14,1,2,200,14,0.5,2,0,0,0,16.5
28,42,22,1,2,127.27,14,0.5,2,0,0,0,16.5
27,39,21,1,2,128.57,13.5,0.5,2,0,0,0,16
27,22,20,1,2,135,13.5,0.5,2,0,0,0,16
27,32,21,1,2,128.57,13.5,0.5,2,0,0,0,16
27,21,21,1,2,128.57,13.5,0.5,2,0,0,0,16
26,52,22,1,2,118.18,13,0.5,2,0,0,0,15.5
26,29,17,1,2,152.94,13,0.5,2,0,0,0,15.5
26,31,23,1,2,113.04,13,0.5,2,0,0,0,15.5
26,55,24,1,2,108.33,13,0.5,2,0,0,0,15.5
25,32,18,1,2,138.88,12.5,0.5,2,0,0,0,15
25,20,21,1,2,119.04,12.5,0.5,2,0,0,0,15
25,29,20,1,2,125,12.5,0.5,2,0,0,0,15
25,15,11,1,2,227.27,12.5,0.5,2,0,0,0,15
24,13,10,1,2,240,12,0.5,2,0,0,0,14.5
24,43,16,1,2,150,12,0.5,2,0,0,0,14.5
24,20,15,1,2,160,12,0.5,2,0,0,0,14.5
24,19,16,1,2,150,12,0.5,2,0,0,0,14.5
24,25,15,1,2,160,12,0.5,2,0,0,0,14.5
24,16,17,1,2,141.17,12,0.5,2,0,0,0,14.5
23,22,15,1,2,153.33,11.5,0.5,2,0,0,0,14
23,20,13,1,2,176.92,11.5,0.5,2,0,0,0,14
23,18,21,1,2,109.52,11.5,0.5,2,0,0,0,14
23,16,11,1,2,209.09,11.5,0.5,2,0,0,0,14
22,15,8,1,2,275,11,0.5,2,0,0,0,13.5
21,25,16,1,2,131.25,10.5,0.5,2,0,0,0,13
21,7,7,1,2,300,10.5,0.5,2,0,0,0,13
21,10,7,1,2,300,10.5,0.5,2,0,0,0,13
20,23,9,1,2,222.22,10,0.5,2,0,0,0,12.5
20,11,10,1,2,200,10,0.5,2,0,0,0,12.5
19,16,9,1,2,211.11,9.5,0.5,2,0,0,0,12
19,13,10,1,2,190,9.5,0.5,2,0,0,0,12
19,8,9,1,2,211.11,9.5,0.5,2,0,0,0,12
19,12,12,1,2,158.33,9.5,0.5,2,0,0,0,12
19,12,9,1,2,211.11,9.5,0.5,2,0,0,0,12
18,4,6,1,2,300,9,0.5,2,0,0,0,11.5
18,9,6,1,2,300,9,0.5,2,0,0,0,11.5
18,18,6,1,2,300,9,0.5,2,0,0,0,11.5
18,13,6,1,2,300,9,0.5,2,0,0,0,11.5
18,14,8,1,2,225,9,0.5,2,0,0,0,11.5
17,5,7,1,2,242.85,8.5,0.5,2,0,0,0,11
16,5,4,1,2,400,8,0.5,2,0,0,0,10.5
44,61,47,1,1,93.61,22,0.5,1,0,0,0,23.5
34,47,34,1,1,100,17,0.5,1,0,0,0,18.5
33,60,40,1,1,82.5,16.5,0.5,1,0,0,0,18
33,57,36,1,1,91.66,16.5,0.5,1,0,0,0,18
33,70,38,1,1,86.84,16.5,0.5,1,0,0,0,18
32,48,31,1,1,103.22,16,0.5,1,0,0,0,17.5
30,57,29,1,1,103.44,15,0.5,1,0,0,0,16.5
29,43,29,1,1,100,14.5,0.5,1,0,0,0,16
28,51,33,1,1,84.84,14,0.5,1,0,0,0,15.5
28,37,22,1,1,127.27,14,0.5,1,0,0,0,15.5
28,36,34,1,1,82.35,14,0.5,1,0,0,0,15.5
27,46,25,1,1,108,13.5,0.5,1,0,0,0,15
27,36,22,1,1,122.72,13.5,0.5,1,0,0,0,15
27,66,34,1,1,79.41,13.5,0.5,1,0,0,0,15
26,48,31,1,1,83.87,13,0.5,1,0,0,0,14.5
26,31,18,1,1,144.44,13,0.5,1,0,0,0,14.5
26,25,18,1,1,144.44,13,0.5,1,0,0,0,14.5
26,45,33,1,1,78.78,13,0.5,1,0,0,0,14.5
26,42,24,1,1,108.33,13,0.5,1,0,0,0,14.5
25,35,19,1,1,131.57,12.5,0.5,1,0,0,0,14
25,34,28,1,1,89.28,12.5,0.5,1,0,0,0,14
24,37,22,1,1,109.09,12,0.5,1,0,0,0,13.5
24,29,18,1,1,133.33,12,0.5,1,0,0,0,13.5
24,20,24,1,1,100,12,0.5,1,0,0,0,13.5
24,53,30,1,1,80,12,0.5,1,0,0,0,13.5
24,40,20,1,1,120,12,0.5,1,0,0,0,13.5
24,40,27,1,1,88.88,12,0.5,1,0,0,0,13.5
24,28,22,1,1,109.09,12,0.5,1,0,0,0,13.5
24,31,24,1,1,100,12,0.5,1,0,0,0,13.5
23,29,19,1,1,121.05,11.5,0.5,1,0,0,0,13
23,25,19,1,1,121.05,11.5,0.5,1,0,0,0,13
23,23,15,1,1,153.33,11.5,0.5,1,0,0,0,13
23,27,17,1,1,135.29,11.5,0.5,1,0,0,0,13
22,28,20,1,1,110,11,0.5,1,0,0,0,12.5
22,37,22,1,1,100,11,0.5,1,0,0,0,12.5
22,38,24,1,1,91.66,11,0.5,1,0,0,0,12.5
22,53,26,1,1,84.61,11,0.5,1,0,0,0,12.5
22,30,21,1,1,104.76,11,0.5,1,0,0,0,12.5
22,34,19,1,1,115.78,11,0.5,1,0,0,0,12.5
22,31,19,1,1,115.78,11,0.5,1,0,0,0,12.5
22,30,19,1,1,115.78,11,0.5,1,0,0,0,12.5
22,31,17,1,1,129.41,11,0.5,1,0,0,0,12.5
22,26,20,1,1,110,11,0.5,1,0,0,0,12.5
21,27,16,1,1,131.25,10.5,0.5,1,0,0,0,12
21,38,21,1,1,100,10.5,0.5,1,0,0,0,12
21,20,11,1,1,190.9,10.5,0.5,1,0,0,0,12
21,18,13,1,1,161.53,10.5,0.5,1,0,0,0,12
21,26,18,1,1,116.66,10.5,0.5,1,0,0,0,12
21,30,15,1,1,140,10.5,0.5,1,0,0,0,12
21,18,14,1,1,150,10.5,0.5,1,0,0,0,12
21,29,17,1,1,123.52,10.5,0.5,1,0,0,0,12
20,26,17,1,1,117.64,10,0.5,1,0,0,0,11.5
20,40,18,1,1,111.11,10,0.5,1,0,0,0,11.5
20,25,21,1,1,95.23,10,0.5,1,0,0,0,11.5
20,44,21,1,1,95.23,10,0.5,1,0,0,0,11.5
20,29,21,1,1,95.23,10,0.5,1,0,0,0,11.5
20,20,15,1,1,133.33,10,0.5,1,0,0,0,11.5
20,33,18,1,1,111.11,10,0.5,1,0,0,0,11.5
20,41,22,1,1,90.9,10,0.5,1,0,0,0,11.5
19,24,18,1,1,105.55,9.5,0.5,1,0,0,0,11
19,17,14,1,1,135.71,9.5,0.5,1,0,0,0,11
19,22,14,1,1,135.71,9.5,0.5,1,0,0,0,11
19,16,10,1,1,190,9.5,0.5,1,0,0,0,11
19,15,11,1,1,172.72,9.5,0.5,1,0,0,0,11
19,18,12,1,1,158.33,9.5,0.5,1,0,0,0,11
19,24,14,1,1,135.71,9.5,0.5,1,0,0,0,11
19,22,10,1,1,190,9.5,0.5,1,0,0,0,11
19,34,20,1,1,95,9.5,0.5,1,0,0,0,11
19,30,17,1,1,111.76,9.5,0.5,1,0,0,0,11
19,22,13,1,1,146.15,9.5,0.5,1,0,0,0,11
19,15,12,1,1,158.33,9.5,0.5,1,0,0,0,11
19,19,12,1,1,158.33,9.5,0.5,1,0,0,0,11
19,30,15,1,1,126.66,9.5,0.5,1,0,0,0,11
19,27,13,1,1,146.15,9.5,0.5,1,0,0,0,11
19,22,16,1,1,118.75,9.5,0.5,1,0,0,0,11
18,22,12,1,1,150,9,0.5,1,0,0,0,10.5
18,15,18,1,1,100,9,0.5,1,0,0,0,10.5
18,23,16,1,1,112.5,9,0.5,1,0,0,0,10.5
18,28,18,1,1,100,9,0.5,1,0,0,0,10.5
18,23,11,1,1,163.63,9,0.5,1,0,0,0,10.5
18,25,13,1,1,138.46,9,0.5,1,0,0,0,10.5
18,12,12,1,1,150,9,0.5,1,0,0,0,10.5
18,34,17,1,1,105.88,9,0.5,1,0,0,0,10.5
18,27,11,1,1,163.63,9,0.5,1,0,0,0,10.5
18,12,16,1,1,112.5,9,0.5,1,0,0,0,10.5
18,28,10,1,1,180,9,0.5,1,0,0,0,10.5
18,34,20,1,1,90,9,0.5,1,0,0,0,10.5
18,19,15,1,1,120,9,0.5,1,0,0,0,10.5
17,19,11,1,1,154.54,8.5,0.5,1,0,0,0,10
17,20,13,1,1,130.76,8.5,0.5,1,0,0,0,10
17,13,13,1,1,130.76,8.5,0.5,1,0,0,0,10
17,27,13,1,1,130.76,8.5,0.5,1,0,0,0,10
17,21,12,1,1,141.66,8.5,0.5,1,0,0,0,10
17,24,14,1,1,121.42,8.5,0.5,1,0,0,0,10
17,13,11,1,1,154.54,8.5,0.5,1,0,0,0,10
17,29,18,1,1,94.44,8.5,0.5,1,0,0,0,10
17,20,15,1,1,113.33,8.5,0.5,1,0,0,0,10
17,15,10,1,1,170,8.5,0.5,1,0,0,0,10
17,26,14,1,1,121.42,8.5,0.5,1,0,0,0,10
17,10,10,1,1,170,8.5,0.5,1,0,0,0,10
17,20,14,1,1,121.42,8.5,0.5,1,0,0,0,10
17,19,15,1,1,113.33,8.5,0.5,1,0,0,0,10
17,18,12,1,1,141.66,8.5,0.5,1,0,0,0,10
17,22,17,1,1,100,8.5,0.5,1,0,0,0,10
17,20,8,1,1,212.5,8.5,0.5,1,0,0,0,10
16,48,15,1,1,106.66,8,0.5,1,0,0,0,9.5
16,16,15,1,1,106.66,8,0.5,1,0,0,0,9.5
16,21,10,1,1,160,8,0.5,1,0,0,0,9.5
16,17,11,1,1,145.45,8,0.5,1,0,0,0,9.5
16,11,9,1,1,177.77,8,0.5,1,0,0,0,9.5
16,22,16,1,1,100,8,0.5,1,0,0,0,9.5
16,22,13,1,1,123.07,8,0.5,1,0,0,0,9.5
16,16,11,1,1,145.45,8,0.5,1,0,0,0,9.5
16,17,11,1,1,145.45,8,0.5,1,0,0,0,9.5
18,32,26,1,1,69.23,9,0.5,1,0,0,-1,9.5
16,18,11,1,1,145.45,8,0.5,1,0,0,0,9.5
16,26,18,1,1,88.88,8,0.5,1,0,0,0,9.5
16,27,11,1,1,145.45,8,0.5,1,0,0,0,9.5
16,17,10,1,1,160,8,0.5,1,0,0,0,9.5
16,17,8,1,1,200,8,0.5,1,0,0,0,9.5
15,31,16,1,1,93.75,7.5,0.5,1,0,0,0,9
15,13,8,1,1,187.5,7.5,0.5,1,0,0,0,9
15,13,11,1,1,136.36,7.5,0.5,1,0,0,0,9
15,32,18,1,1,83.33,7.5,0.5,1,0,0,0,9
15,16,11,1,1,136.36,7.5,0.5,1,0,0,0,9
17,31,25,1,1,68,8.5,0.5,1,0,0,-1,9
15,18,7,1,1,214.28,7.5,0.5,1,0,0,0,9
15,16,8,1,1,187.5,7.5,0.5,1,0,0,0,9
15,14,11,1,1,136.36,7.5,0.5,1,0,0,0,9
15,22,11,1,1,136.36,7.5,0.5,1,0,0,0,9
15,20,13,1,1,115.38,7.5,0.5,1,0,0,0,9
15,9,12,1,1,125,7.5,0.5,1,0,0,0,9
15,22,10,1,1,150,7.5,0.5,1,0,0,0,9
15,10,8,1,1,187.5,7.5,0.5,1,0,0,0,9
15,33,18,1,1,83.33,7.5,0.5,1,0,0,0,9
15,27,14,1,1,107.14,7.5,0.5,1,0,0,0,9
15,21,10,1,1,150,7.5,0.5,1,0,0,0,9
15,19,7,1,1,214.28,7.5,0.5,1,0,0,0,9
14,13,9,1,1,155.55,7,0.5,1,0,0,0,8.5
14,15,14,1,1,100,7,0.5,1,0,0,0,8.5
14,17,8,1,1,175,7,0.5,1,0,0,0,8.5
14,19,13,1,1,107.69,7,0.5,1,0,0,0,8.5
14,17,13,1,1,107.69,7,0.5,1,0,0,0,8.5
14,24,12,1,1,116.66,7,0.5,1,0,0,0,8.5
14,17,9,1,1,155.55,7,0.5,1,0,0,0,8.5
14,20,9,1,1,155.55,7,0.5,1,0,0,0,8.5
14,25,16,1,1,87.5,7,0.5,1,0,0,0,8.5
14,11,8,1,1,175,7,0.5,1,0,0,0,8.5
14,20,10,1,1,140,7,0.5,1,0,0,0,8.5
14,10,9,1,1,155.55,7,0.5,1,0,0,0,8.5
14,12,7,1,1,200,7,0.5,1,0,0,0,8.5
14,22,11,1,1,127.27,7,0.5,1,0,0,0,8.5
14,16,10,1,1,140,7,0.5,1,0,0,0,8.5
13,21,13,1,1,100,6.5,0.5,1,0,0,0,8
13,13,7,1,1,185.71,6.5,0.5,1,0,0,0,8
13,23,15,1,1,86.66,6.5,0.5,1,0,0,0,8
13,9,8,1,1,162.5,6.5,0.5,1,0,0,0,8
13,7,5,1,1,260,6.5,0.5,1,0,0,0,8
13,16,7,1,1,185.71,6.5,0.5,1,0,0,0,8
13,10,6,1,1,216.66,6.5,0.5,1,0,0,0,8
13,12,5,1,1,260,6.5,0.5,1,0,0,0,8
13,15,7,1,1,185.71,6.5,0.5,1,0,0,0,8
13,24,11,1,1,118.18,6.5,0.5,1,0,0,0,8
13,16,12,1,1,108.33,6.5,0.5,1,0,0,0,8
13,14,7,1,1,185.71,6.5,0.5,1,0,0,0,8
13,9,5,1,1,260,6.5,0.5,1,0,0,0,8
13,13,9,1,1,144.44,6.5,0.5,1,0,0,0,8
13,14,8,1,1,162.5,6.5,0.5,1,0,0,0,8
13,12,7,1,1,185.71,6.5,0.5,1,0,0,0,8
13,8,6,1,1,216.66,6.5,0.5,1,0,0,0,8
12,11,4,1,1,300,6,0.5,1,0,0,0,7.5
12,11,6,1,1,200,6,0.5,1,0,0,0,7.5
12,16,14,1,1,85.71,6,0.5,1,0,0,0,7.5
12,6,6,1,1,200,6,0.5,1,0,0,0,7.5
12,15,9,1,1,133.33,6,0.5,1,0,0,0,7.5
12,8,4,1,1,300,6,0.5,1,0,0,0,7.5
12,13,7,1,1,171.42,6,0.5,1,0,0,0,7.5
12,15,6,1,1,200,6,0.5,1,0,0,0,7.5
12,17,9,1,1,133.33,6,0.5,1,0,0,0,7.5
12,14,6,1,1,200,6,0.5,1,0,0,0,7.5
11,3,3,1,1,366.66,5.5,0.5,1,0,0,0,7
11,3,3,1,1,366.66,5.5,0.5,1,0,0,0,7
11,16,12,1,1,91.66,5.5,0.5,1,0,0,0,7
11,15,6,1,1,183.33,5.5,0.5,1,0,0,0,7
11,12,8,1,1,137.5,5.5,0.5,1,0,0,0,7
11,10,4,1,1,275,5.5,0.5,1,0,0,0,7
11,5,6,1,1,183.33,5.5,0.5,1,0,0,0,7
10,5,3,1,1,333.33,5,0.5,1,0,0,0,6.5
10,3,4,1,1,250,5,0.5,1,0,0,0,6.5
10,11,6,1,1,166.66,5,0.5,1,0,0,0,6.5
34,53,32,1,0,106.25,17,0.5,0,0,0,0,17.5
33,62,29,1,0,113.79,16.5,0.5,0,0,0,0,17
32,76,42,1,0,76.19,16,0.5,0,0,0,0,16.5
30,58,32,1,0,93.75,15,0.5,0,0,0,0,15.5
29,58,29,1,0,100,14.5,0.5,0,0,0,0,15
28,58,32,1,0,87.5,14,0.5,0,0,0,0,14.5
27,33,22,1,0,122.72,13.5,0.5,0,0,0,0,14
26,52,28,1,0,92.85,13,0.5,0,0,0,0,13.5
26,55,29,1,0,89.65,13,0.5,0,0,0,0,13.5
24,39,25,1,0,96,12,0.5,0,0,0,0,12.5
24,35,24,1,0,100,12,0.5,0,0,0,0,12.5
24,41,28,1,0,85.71,12,0.5,0,0,0,0,12.5
23,32,19,1,0,121.05,11.5,0.5,0,0,0,0,12
23,42,30,1,0,76.66,11.5,0.5,0,0,0,0,12
23,45,27,1,0,85.18,11.5,0.5,0,0,0,0,12
23,40,25,1,0,92,11.5,0.5,0,0,0,0,12
22,32,31,1,0,70.96,11,0.5,0,0,0,0,11.5
22,44,28,1,0,78.57,11,0.5,0,0,0,0,11.5
21,37,16,1,0,131.25,10.5,0.5,0,0,0,0,11
21,37,20,1,0,105,10.5,0.5,0,0,0,0,11
21,38,18,1,0,116.66,10.5,0.5,0,0,0,0,11
21,43,27,1,0,77.77,10.5,0.5,0,0,0,0,11
21,48,25,1,0,84,10.5,0.5,0,0,0,0,11
20,27,21,1,0,95.23,10,0.5,0,0,0,0,10.5
20,33,27,1,0,74.07,10,0.5,0,0,0,0,10.5
20,26,17,1,0,117.64,10,0.5,0,0,0,0,10.5
20,46,24,1,0,83.33,10,0.5,0,0,0,0,10.5
19,30,24,1,0,79.16,9.5,0.5,0,0,0,0,10
19,30,21,1,0,90.47,9.5,0.5,0,0,0,0,10
19,28,16,1,0,118.75,9.5,0.5,0,0,0,0,10
19,36,21,1,0,90.47,9.5,0.5,0,0,0,0,10
19,40,15,1,0,126.66,9.5,0.5,0,0,0,0,10
18,26,16,1,0,112.5,9,0.5,0,0,0,0,9.5
18,28,23,1,0,78.26,9,0.5,0,0,0,0,9.5
18,45,19,1,0,94.73,9,0.5,0,0,0,0,9.5
18,27,21,1,0,85.71,9,0.5,0,0,0,0,9.5
18,42,22,1,0,81.81,9,0.5,0,0,0,0,9.5
18,41,22,1,0,81.81,9,0.5,0,0,0,0,9.5
18,36,21,1,0,85.71,9,0.5,0,0,0,0,9.5
18,33,18,1,0,100,9,0.5,0,0,0,0,9.5
18,29,20,1,0,90,9,0.5,0,0,0,0,9.5
18,31,23,1,0,78.26,9,0.5,0,0,0,0,9.5
17,32,20,1,0,85,8.5,0.5,0,0,0,0,9
17,19,11,1,0,154.54,8.5,0.5,0,0,0,0,9
17,23,15,1,0,113.33,8.5,0.5,0,0,0,0,9
17,23,16,1,0,106.25,8.5,0.5,0,0,0,0,9
16,22,16,1,0,100,8,0.5,0,0,0,0,8.5
16,26,19,1,0,84.21,8,0.5,0,0,0,0,8.5
16,17,10,1,0,160,8,0.5,0,0,0,0,8.5
16,30,15,1,0,106.66,8,0.5,0,0,0,0,8.5
16,31,18,1,0,88.88,8,0.5,0,0,0,0,8.5
16,22,16,1,0,100,8,0.5,0,0,0,0,8.5
16,23,17,1,0,94.11,8,0.5,0,0,0,0,8.5
16,32,15,1,0,106.66,8,0.5,0,0,0,0,8.5
16,25,13,1,0,123.07,8,0.5,0,0,0,0,8.5
16,29,14,1,0,114.28,8,0.5,0,0,0,0,8.5
16,26,13,1,0,123.07,8,0.5,0,0,0,0,8.5
16,33,15,1,0,106.66,8,0.5,0,0,0,0,8.5
16,20,17,1,0,94.11,8,0.5,0,0,0,0,8.5
16,30,18,1,0,88.88,8,0.5,0,0,0,0,8.5
16,32,20,1,0,80,8,0.5,0,0,0,0,8.5
16,28,17,1,0,94.11,8,0.5,0,0,0,0,8.5
15,20,12,1,0,125,7.5,0.5,0,0,0,0,8
17,35,26,1,0,65.38,8.5,0.5,0,0,0,-1,8
15,23,17,1,0,88.23,7.5,0.5,0,0,0,0,8
15,29,19,1,0,78.94,7.5,0.5,0,0,0,0,8
15,18,15,1,0,100,7.5,0.5,0,0,0,0,8
15,30,14,1,0,107.14,7.5,0.5,0,0,0,0,8
15,20,14,1,0,107.14,7.5,0.5,0,0,0,0,8
15,20,14,1,0,107.14,7.5,0.5,0,0,0,0,8
15,22,10,1,0,150,7.5,0.5,0,0,0,0,8
15,24,15,1,0,100,7.5,0.5,0,0,0,0,8
15,26,16,1,0,93.75,7.5,0.5,0,0,0,0,8
15,37,19,1,0,78.94,7.5,0.5,0,0,0,0,8
15,18,12,1,0,125,7.5,0.5,0,0,0,0,8
15,20,12,1,0,125,7.5,0.5,0,0,0,0,8
14,30,19,1,0,73.68,7,0.5,0,0,0,0,7.5
14,24,16,1,0,87.5,7,0.5,0,0,0,0,7.5
14,11,12,1,0,116.66,7,0.5,0,0,0,0,7.5
16,53,24,1,0,66.66,8,0.5,0,0,0,-1,7.5
14,21,16,1,0,87.5,7,0.5,0,0,0,0,7.5
