R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
40.00,23.00,20.00,2.00,3.00,200.00,20.00,1.00,3.00,0.00,0.00,0.00,24.00
5.00,10.00,7.00,0.00,0.00,71.42,2.50,0.00,0.00,0.00,0.00,0.00,2.50
2.00,3.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1.00,3.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
77.00,97.00,56.00,9.00,1.00,137.50,38.50,4.50,1.00,4.00,0.00,0.00,48.00
23.00,22.00,19.00,2.00,1.00,121.05,11.50,1.00,1.00,0.00,0.00,0.00,13.50
19.00,28.00,16.00,1.00,0.00,118.75,9.50,0.50,0.00,0.00,0.00,0.00,10.00
20.00,40.00,18.00,1.00,1.00,111.11,10.00,0.50,1.00,0.00,0.00,0.00,11.50
7.00,13.00,6.00,0.00,0.00,116.66,3.50,0.00,0.00,0.00,0.00,0.00,3.50
2.00,6.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
1.00,3.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
6.00,16.00,10.00,0.00,0.00,60.00,3.00,0.00,0.00,0.00,0.00,-1.00,2.00
0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
37.00,37.00,25.00,4.00,1.00,148.00,18.50,2.00,1.00,0.00,0.00,0.00,21.50
8.00,13.00,10.00,1.00,0.00,80.00,4.00,0.50,0.00,0.00,0.00,0.00,4.50
7.00,23.00,10.00,0.00,0.00,70.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50
57.00,58.00,38.00,4.00,5.00,150.00,28.50,2.00,5.00,4.00,0.00,0.00,39.50
3.00,6.00,5.00,0.00,0.00,60.00,1.50,0.00,0.00,0.00,0.00,-1.00,0.50
21.00,38.00,21.00,1.00,1.00,100.00,10.50,0.50,1.00,0.00,0.00,0.00,12.00
20.00,37.00,23.00,3.00,0.00,86.95,10.00,1.50,0.00,0.00,0.00,0.00,11.50
5.00,9.00,8.00,0.00,0.00,62.50,2.50,0.00,0.00,0.00,0.00,-1.00,1.50
10.00,12.00,7.00,1.00,0.00,142.85,5.00,0.50,0.00,0.00,0.00,0.00,5.50
10.00,28.00,17.00,0.00,0.00,58.82,5.00,0.00,0.00,0.00,0.00,-2.00,3.00
16.00,22.00,16.00,1.00,0.00,100.00,8.00,0.50,0.00,0.00,0.00,0.00,8.50
51.00,55.00,26.00,5.00,3.00,196.15,25.50,2.50,3.00,4.00,0.00,0.00,35.00
16.00,16.00,11.00,1.00,1.00,145.45,8.00,0.50,1.00,0.00,0.00,0.00,9.50
2.00,8.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
0.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
2.00,15.00,6.00,0.00,0.00,33.33,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
19.00,40.00,23.00,2.00,0.00,82.60,9.50,1.00,0.00,0.00,0.00,0.00,10.50
0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
6.00,15.00,14.00,1.00,0.00,42.85,3.00,0.50,0.00,0.00,0.00,-3.00,0.50
3.00,13.00,9.00,0.00,0.00,33.33,1.50,0.00,0.00,0.00,0.00,-3.00,-1.50
15.00,29.00,19.00,1.00,0.00,78.94,7.50,0.50,0.00,0.00,0.00,0.00,8.00
4.00,6.00,4.00,1.00,0.00,100.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
25.00,44.00,26.00,3.00,0.00,96.15,12.50,1.50,0.00,0.00,0.00,0.00,14.00
15.00,13.00,8.00,1.00,1.00,187.50,7.50,0.50,1.00,0.00,0.00,0.00,9.00
8.00,10.00,12.00,1.00,0.00,66.66,4.00,0.50,0.00,0.00,0.00,-1.00,3.50
1.00,3.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
15.00,10.00,10.00,2.00,1.00,150.00,7.50,1.00,1.00,0.00,0.00,0.00,9.50
31.00,42.00,26.00,4.00,0.00,119.23,15.50,2.00,0.00,0.00,0.00,0.00,17.50
43.00,45.00,28.00,7.00,0.00,153.57,21.50,3.50,0.00,0.00,0.00,0.00,25.00
8.00,13.00,11.00,1.00,0.00,72.72,4.00,0.50,0.00,0.00,0.00,0.00,4.50
1.00,6.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
5.00,17.00,9.00,0.00,0.00,55.55,2.50,0.00,0.00,0.00,0.00,-2.00,0.50
46.00,52.00,44.00,5.00,1.00,104.54,23.00,2.50,1.00,0.00,0.00,0.00,26.50
9.00,15.00,9.00,0.00,0.00,100.00,4.50,0.00,0.00,0.00,0.00,0.00,4.50
44.00,54.00,40.00,5.00,0.00,110.00,22.00,2.50,0.00,0.00,0.00,0.00,24.50
7.00,15.00,8.00,0.00,0.00,87.50,3.50,0.00,0.00,0.00,0.00,0.00,3.50
0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
7.00,9.00,4.00,1.00,0.00,175.00,3.50,0.50,0.00,0.00,0.00,0.00,4.00
2.00,3.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1.00,1.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
23.00,41.00,21.00,2.00,0.00,109.52,11.50,1.00,0.00,0.00,0.00,0.00,12.50
2.00,5.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
5.00,11.00,9.00,1.00,0.00,55.55,2.50,0.50,0.00,0.00,0.00,-2.00,1.00
44.00,84.00,46.00,2.00,0.00,95.65,22.00,1.00,0.00,0.00,0.00,0.00,23.00
16.00,23.00,17.00,1.00,0.00,94.11,8.00,0.50,0.00,0.00,0.00,0.00,8.50
7.00,10.00,8.00,1.00,0.00,87.50,3.50,0.50,0.00,0.00,0.00,0.00,4.00
0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
14.00,14.00,12.00,1.00,0.00,116.66,7.00,0.50,0.00,0.00,0.00,0.00,7.50
3.00,5.00,3.00,0.00,0.00,100.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
5.00,13.00,10.00,1.00,0.00,50.00,2.50,0.50,0.00,0.00,0.00,-2.00,1.00
36.00,73.00,34.00,3.00,1.00,105.88,18.00,1.50,1.00,0.00,0.00,0.00,20.50
17.00,22.00,20.00,2.00,0.00,85.00,8.50,1.00,0.00,0.00,0.00,0.00,9.50
14.00,12.00,11.00,3.00,0.00,127.27,7.00,1.50,0.00,0.00,0.00,0.00,8.50
46.00,61.00,31.00,7.00,0.00,148.38,23.00,3.50,0.00,0.00,0.00,0.00,26.50
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
16.00,17.00,11.00,1.00,1.00,145.45,8.00,0.50,1.00,0.00,0.00,0.00,9.50
1.00,3.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
1.00,13.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
22.00,37.00,22.00,1.00,1.00,100.00,11.00,0.50,1.00,0.00,0.00,0.00,12.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
14.00,17.00,13.00,1.00,0.00,107.69,7.00,0.50,0.00,0.00,0.00,0.00,7.50
51.00,62.00,38.00,3.00,3.00,134.21,25.50,1.50,3.00,4.00,0.00,0.00,34.00
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
2.00,17.00,9.00,0.00,0.00,22.22,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
12.00,14.00,7.00,2.00,0.00,171.42,6.00,1.00,0.00,0.00,0.00,0.00,7.00
5.00,6.00,6.00,1.00,0.00,83.33,2.50,0.50,0.00,0.00,0.00,0.00,3.00
5.00,18.00,10.00,0.00,0.00,50.00,2.50,0.00,0.00,0.00,0.00,-2.00,0.50
2.00,3.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
12.00,9.00,11.00,2.00,0.00,109.09,6.00,1.00,0.00,0.00,0.00,0.00,7.00
20.00,37.00,19.00,2.00,0.00,105.26,10.00,1.00,0.00,0.00,0.00,0.00,11.00
23.00,37.00,24.00,2.00,0.00,95.83,11.50,1.00,0.00,0.00,0.00,0.00,12.50
52.00,55.00,34.00,3.00,3.00,152.94,26.00,1.50,3.00,4.00,0.00,0.00,34.50
40.00,38.00,24.00,1.00,4.00,166.66,20.00,0.50,4.00,0.00,0.00,0.00,24.50
3.00,7.00,4.00,0.00,0.00,75.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
4.00,4.00,3.00,0.00,0.00,133.33,2.00,0.00,0.00,0.00,0.00,0.00,2.00
2.00,3.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
29.00,22.00,20.00,3.00,2.00,145.00,14.50,1.50,2.00,0.00,0.00,0.00,18.00
13.00,28.00,15.00,2.00,0.00,86.66,6.50,1.00,0.00,0.00,0.00,0.00,7.50
93.00,60.00,47.00,11.00,4.00,197.87,46.50,5.50,4.00,4.00,0.00,0.00,60.00
15.00,26.00,15.00,0.00,1.00,100.00,7.50,0.00,1.00,0.00,0.00,0.00,8.50
7.00,27.00,9.00,1.00,0.00,77.77,3.50,0.50,0.00,0.00,0.00,0.00,4.00
0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,8.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
86.00,66.00,48.00,14.00,2.00,179.16,43.00,7.00,2.00,4.00,0.00,0.00,56.00
74.00,87.00,50.00,4.00,5.00,148.00,37.00,2.00,5.00,4.00,0.00,0.00,48.00
13.00,13.00,7.00,1.00,1.00,185.71,6.50,0.50,1.00,0.00,0.00,0.00,8.00
24.00,7.00,8.00,2.00,2.00,300.00,12.00,1.00,2.00,0.00,0.00,0.00,15.00
1.00,3.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
61.00,55.00,37.00,5.00,4.00,164.86,30.50,2.50,4.00,4.00,0.00,0.00,41.00
3.00,10.00,6.00,0.00,0.00,50.00,1.50,0.00,0.00,0.00,0.00,-2.00,-0.50
49.00,77.00,40.00,6.00,0.00,122.50,24.50,3.00,0.00,0.00,0.00,0.00,27.50
0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
10.00,12.00,12.00,0.00,0.00,83.33,5.00,0.00,0.00,0.00,0.00,0.00,5.00
1.00,4.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
2.00,7.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
23.00,16.00,9.00,3.00,0.00,255.55,11.50,1.50,0.00,0.00,0.00,0.00,13.00
1.00,6.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
5.00,3.00,4.00,1.00,0.00,125.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
9.00,13.00,10.00,1.00,0.00,90.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
9.00,10.00,6.00,2.00,0.00,150.00,4.50,1.00,0.00,0.00,0.00,0.00,5.50
16.00,20.00,11.00,3.00,0.00,145.45,8.00,1.50,0.00,0.00,0.00,0.00,9.50
41.00,45.00,36.00,4.00,1.00,113.88,20.50,2.00,1.00,0.00,0.00,0.00,23.50
31.00,30.00,26.00,3.00,0.00,119.23,15.50,1.50,0.00,0.00,0.00,0.00,17.00
8.00,13.00,7.00,0.00,0.00,114.28,4.00,0.00,0.00,0.00,0.00,0.00,4.00
8.00,12.00,6.00,1.00,0.00,133.33,4.00,0.50,0.00,0.00,0.00,0.00,4.50
4.00,6.00,5.00,1.00,0.00,80.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
0.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
3.00,9.00,5.00,0.00,0.00,60.00,1.50,0.00,0.00,0.00,0.00,-1.00,0.50
1.00,6.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
50.00,77.00,50.00,3.00,1.00,100.00,25.00,1.50,1.00,4.00,0.00,0.00,31.50
86.00,77.00,54.00,11.00,2.00,159.25,43.00,5.50,2.00,4.00,0.00,0.00,54.50
1.00,4.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
59.00,75.00,46.00,7.00,1.00,128.26,29.50,3.50,1.00,4.00,0.00,0.00,38.00
16.00,29.00,19.00,2.00,0.00,84.21,8.00,1.00,0.00,0.00,0.00,0.00,9.00
27.00,22.00,17.00,3.00,1.00,158.82,13.50,1.50,1.00,0.00,0.00,0.00,16.00
23.00,27.00,16.00,2.00,0.00,143.75,11.50,1.00,0.00,0.00,0.00,0.00,12.50
2.00,4.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
13.00,12.00,7.00,2.00,0.00,185.71,6.50,1.00,0.00,0.00,0.00,0.00,7.50
2.00,6.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
4.00,3.00,2.00,1.00,0.00,200.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
1.00,2.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
85.00,82.00,50.00,4.00,9.00,170.00,42.50,2.00,9.00,4.00,0.00,0.00,57.50
6.00,10.00,8.00,1.00,0.00,75.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
35.00,31.00,27.00,4.00,2.00,129.62,17.50,2.00,2.00,0.00,0.00,0.00,21.50
22.00,39.00,22.00,2.00,1.00,100.00,11.00,1.00,1.00,0.00,0.00,0.00,13.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
30.00,46.00,27.00,3.00,0.00,111.11,15.00,1.50,0.00,0.00,0.00,0.00,16.50
54.00,57.00,48.00,8.00,0.00,112.50,27.00,4.00,0.00,4.00,0.00,0.00,35.00
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
22.00,33.00,19.00,3.00,0.00,115.78,11.00,1.50,0.00,0.00,0.00,0.00,12.50
12.00,8.00,8.00,2.00,0.00,150.00,6.00,1.00,0.00,0.00,0.00,0.00,7.00
19.00,17.00,14.00,1.00,1.00,135.71,9.50,0.50,1.00,0.00,0.00,0.00,11.00
32.00,19.00,16.00,3.00,2.00,200.00,16.00,1.50,2.00,0.00,0.00,0.00,19.50
64.00,71.00,53.00,6.00,3.00,120.75,32.00,3.00,3.00,4.00,0.00,0.00,42.00
17.00,30.00,20.00,0.00,1.00,85.00,8.50,0.00,1.00,0.00,0.00,0.00,9.50
28.00,27.00,23.00,2.00,2.00,121.73,14.00,1.00,2.00,0.00,0.00,0.00,17.00
1.00,6.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
12.00,21.00,10.00,2.00,0.00,120.00,6.00,1.00,0.00,0.00,0.00,0.00,7.00
12.00,16.00,14.00,1.00,1.00,85.71,6.00,0.50,1.00,0.00,0.00,0.00,7.50
15.00,42.00,22.00,0.00,0.00,68.18,7.50,0.00,0.00,0.00,0.00,-1.00,6.50
9.00,19.00,14.00,1.00,0.00,64.28,4.50,0.50,0.00,0.00,0.00,-1.00,4.00
23.00,42.00,30.00,1.00,0.00,76.66,11.50,0.50,0.00,0.00,0.00,0.00,12.00
30.00,35.00,20.00,1.00,2.00,150.00,15.00,0.50,2.00,0.00,0.00,0.00,17.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
6.00,8.00,5.00,1.00,0.00,120.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
1.00,6.00,8.00,0.00,0.00,12.50,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
19.00,34.00,19.00,4.00,0.00,100.00,9.50,2.00,0.00,0.00,0.00,0.00,11.50
28.00,40.00,28.00,4.00,0.00,100.00,14.00,2.00,0.00,0.00,0.00,0.00,16.00
17.00,27.00,23.00,0.00,1.00,73.91,8.50,0.00,1.00,0.00,0.00,0.00,9.50
4.00,12.00,8.00,0.00,0.00,50.00,2.00,0.00,0.00,0.00,0.00,-2.00,0.00
2.00,27.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
16.00,12.00,9.00,2.00,0.00,177.77,8.00,1.00,0.00,0.00,0.00,0.00,9.00
16.00,22.00,14.00,2.00,0.00,114.28,8.00,1.00,0.00,0.00,0.00,0.00,9.00
9.00,9.00,5.00,1.00,0.00,180.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
14.00,33.00,17.00,2.00,0.00,82.35,7.00,1.00,0.00,0.00,0.00,0.00,8.00
44.00,38.00,29.00,7.00,1.00,151.72,22.00,3.50,1.00,0.00,0.00,0.00,26.50
41.00,38.00,29.00,4.00,1.00,141.37,20.50,2.00,1.00,0.00,0.00,0.00,23.50
62.00,56.00,32.00,3.00,5.00,193.75,31.00,1.50,5.00,4.00,0.00,0.00,41.50
19.00,22.00,14.00,1.00,1.00,135.71,9.50,0.50,1.00,0.00,0.00,0.00,11.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
7.00,14.00,9.00,1.00,0.00,77.77,3.50,0.50,0.00,0.00,0.00,0.00,4.00
4.00,6.00,5.00,1.00,0.00,80.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
24.00,43.00,16.00,1.00,2.00,150.00,12.00,0.50,2.00,0.00,0.00,0.00,14.50
23.00,12.00,15.00,5.00,0.00,153.33,11.50,2.50,0.00,0.00,0.00,0.00,14.00
19.00,36.00,18.00,0.00,1.00,105.55,9.50,0.00,1.00,0.00,0.00,0.00,10.50
38.00,34.00,26.00,2.00,2.00,146.15,19.00,1.00,2.00,0.00,0.00,0.00,22.00
6.00,14.00,7.00,0.00,0.00,85.71,3.00,0.00,0.00,0.00,0.00,0.00,3.00
6.00,19.00,11.00,0.00,0.00,54.54,3.00,0.00,0.00,0.00,0.00,-2.00,1.00
10.00,12.00,12.00,1.00,0.00,83.33,5.00,0.50,0.00,0.00,0.00,0.00,5.50
4.00,8.00,10.00,1.00,0.00,40.00,2.00,0.50,0.00,0.00,0.00,-3.00,-0.50
24.00,36.00,21.00,2.00,1.00,114.28,12.00,1.00,1.00,0.00,0.00,0.00,14.00
58.00,66.00,47.00,2.00,2.00,123.40,29.00,1.00,2.00,4.00,0.00,0.00,36.00
64.00,57.00,32.00,8.00,1.00,200.00,32.00,4.00,1.00,4.00,0.00,0.00,41.00
2.00,2.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
5.00,10.00,5.00,0.00,0.00,100.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50
6.00,19.00,16.00,0.00,0.00,37.50,3.00,0.00,0.00,0.00,0.00,-3.00,0.00
2.00,10.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
30.00,40.00,22.00,5.00,0.00,136.36,15.00,2.50,0.00,0.00,0.00,0.00,17.50
34.00,40.00,29.00,4.00,0.00,117.24,17.00,2.00,0.00,0.00,0.00,0.00,19.00
33.00,45.00,23.00,1.00,2.00,143.47,16.50,0.50,2.00,0.00,0.00,0.00,19.00
38.00,48.00,20.00,3.00,1.00,190.00,19.00,1.50,1.00,0.00,0.00,0.00,21.50
8.00,8.00,3.00,0.00,1.00,266.66,4.00,0.00,1.00,0.00,0.00,0.00,5.00
7.00,7.00,4.00,0.00,0.00,175.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50
28.00,37.00,24.00,5.00,0.00,116.66,14.00,2.50,0.00,0.00,0.00,0.00,16.50
53.00,63.00,45.00,6.00,1.00,117.77,26.50,3.00,1.00,4.00,0.00,0.00,34.50
41.00,61.00,27.00,6.00,0.00,151.85,20.50,3.00,0.00,0.00,0.00,0.00,23.50
47.00,29.00,21.00,5.00,3.00,223.80,23.50,2.50,3.00,0.00,0.00,0.00,29.00
3.00,5.00,3.00,0.00,0.00,100.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
27.00,35.00,31.00,2.00,1.00,87.09,13.50,1.00,1.00,0.00,0.00,0.00,15.50
34.00,43.00,31.00,3.00,1.00,109.67,17.00,1.50,1.00,0.00,0.00,0.00,19.50
2.00,11.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
10.00,22.00,13.00,0.00,0.00,76.92,5.00,0.00,0.00,0.00,0.00,0.00,5.00
36.00,33.00,25.00,2.00,1.00,144.00,18.00,1.00,1.00,0.00,0.00,0.00,20.00
4.00,8.00,5.00,0.00,0.00,80.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
5.00,13.00,9.00,0.00,0.00,55.55,2.50,0.00,0.00,0.00,0.00,-2.00,0.50
1.00,3.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
1.00,3.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
2.00,9.00,8.00,0.00,0.00,25.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
0.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
3.00,10.00,6.00,0.00,0.00,50.00,1.50,0.00,0.00,0.00,0.00,-2.00,-0.50
41.00,49.00,31.00,4.00,1.00,132.25,20.50,2.00,1.00,0.00,0.00,0.00,23.50
10.00,21.00,15.00,1.00,0.00,66.66,5.00,0.50,0.00,0.00,0.00,-1.00,4.50
11.00,15.00,12.00,2.00,0.00,91.66,5.50,1.00,0.00,0.00,0.00,0.00,6.50
23.00,26.00,20.00,3.00,0.00,115.00,11.50,1.50,0.00,0.00,0.00,0.00,13.00
7.00,13.00,9.00,0.00,0.00,77.77,3.50,0.00,0.00,0.00,0.00,0.00,3.50
2.00,15.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
15.00,5.00,7.00,2.00,1.00,214.28,7.50,1.00,1.00,0.00,0.00,0.00,9.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
32.00,21.00,19.00,7.00,0.00,168.42,16.00,3.50,0.00,0.00,0.00,0.00,19.50
34.00,87.00,42.00,3.00,0.00,80.95,17.00,1.50,0.00,0.00,0.00,0.00,18.50
9.00,11.00,12.00,2.00,0.00,75.00,4.50,1.00,0.00,0.00,0.00,0.00,5.50
0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
15.00,21.00,16.00,2.00,0.00,93.75,7.50,1.00,0.00,0.00,0.00,0.00,8.50
27.00,18.00,23.00,3.00,0.00,117.39,13.50,1.50,0.00,0.00,0.00,0.00,15.00
26.00,55.00,33.00,2.00,0.00,78.78,13.00,1.00,0.00,0.00,0.00,0.00,14.00
67.00,48.00,45.00,10.00,2.00,148.88,33.50,5.00,2.00,4.00,0.00,0.00,44.50
8.00,20.00,13.00,0.00,0.00,61.53,4.00,0.00,0.00,0.00,0.00,-1.00,3.00
39.00,35.00,16.00,3.00,3.00,243.75,19.50,1.50,3.00,0.00,0.00,0.00,24.00
2.00,3.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
9.00,15.00,8.00,1.00,0.00,112.50,4.50,0.50,0.00,0.00,0.00,0.00,5.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
24.00,31.00,22.00,2.00,1.00,109.09,12.00,1.00,1.00,0.00,0.00,0.00,14.00
8.00,18.00,10.00,1.00,0.00,80.00,4.00,0.50,0.00,0.00,0.00,0.00,4.50
34.00,39.00,26.00,4.00,0.00,130.76,17.00,2.00,0.00,0.00,0.00,0.00,19.00
27.00,36.00,22.00,1.00,1.00,122.72,13.50,0.50,1.00,0.00,0.00,0.00,15.00
10.00,24.00,13.00,0.00,0.00,76.92,5.00,0.00,0.00,0.00,0.00,0.00,5.00
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
13.00,18.00,11.00,0.00,1.00,118.18,6.50,0.00,1.00,0.00,0.00,0.00,7.50
5.00,11.00,5.00,0.00,0.00,100.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50
11.00,3.00,5.00,2.00,0.00,220.00,5.50,1.00,0.00,0.00,0.00,0.00,6.50
7.00,16.00,12.00,1.00,0.00,58.33,3.50,0.50,0.00,0.00,0.00,-2.00,2.00
41.00,45.00,30.00,6.00,0.00,136.66,20.50,3.00,0.00,0.00,0.00,0.00,23.50
17.00,18.00,16.00,2.00,0.00,106.25,8.50,1.00,0.00,0.00,0.00,0.00,9.50
12.00,27.00,15.00,0.00,0.00,80.00,6.00,0.00,0.00,0.00,0.00,0.00,6.00
20.00,26.00,17.00,1.00,0.00,117.64,10.00,0.50,0.00,0.00,0.00,0.00,10.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
42.00,20.00,18.00,4.00,3.00,233.33,21.00,2.00,3.00,0.00,0.00,0.00,26.00
11.00,20.00,8.00,2.00,0.00,137.50,5.50,1.00,0.00,0.00,0.00,0.00,6.50
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
60.00,60.00,39.00,9.00,0.00,153.84,30.00,4.50,0.00,4.00,0.00,0.00,38.50
