,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total,cluster_group
1401,23.0,21.0,11,2,2,209.09,11.5,1.0,2,0,0,0,14.5,0.0
1402,23.0,12.0,10,2,2,230.0,11.5,1.0,2,0,0,0,14.5,0.0
1403,23.0,18.0,14,2,2,164.28,11.5,1.0,2,0,0,0,14.5,0.0
1404,23.0,12.0,8,2,2,287.5,11.5,1.0,2,0,0,0,14.5,0.0
1405,22.0,16.0,12,2,2,183.33,11.0,1.0,2,0,0,0,14.0,0.0
1406,56.0,95.0,53,2,1,105.66,28.0,1.0,1,4,0,0,34.0,5.0
1407,48.0,67.0,44,2,1,109.09,24.0,1.0,1,0,0,0,26.0,0.0
1408,44.0,60.0,37,2,1,118.91,22.0,1.0,1,0,0,0,24.0,0.0
1409,42.0,63.0,35,2,1,120.0,21.0,1.0,1,0,0,0,23.0,0.0
1410,42.0,47.0,33,2,1,127.27,21.0,1.0,1,0,0,0,23.0,0.0
1411,40.0,56.0,31,2,1,129.03,20.0,1.0,1,0,0,0,22.0,0.0
1412,40.0,75.0,51,2,1,78.43,20.0,1.0,1,0,0,0,22.0,0.0
1413,38.0,57.0,33,2,1,115.15,19.0,1.0,1,0,0,0,21.0,0.0
1414,37.0,46.0,31,2,1,119.35,18.5,1.0,1,0,0,0,20.5,0.0
1415,36.0,41.0,26,2,1,138.46,18.0,1.0,1,0,0,0,20.0,0.0
1416,36.0,38.0,34,2,1,105.88,18.0,1.0,1,0,0,0,20.0,0.0
1417,36.0,33.0,25,2,1,144.0,18.0,1.0,1,0,0,0,20.0,0.0
1418,36.0,55.0,28,2,1,128.57,18.0,1.0,1,0,0,0,20.0,0.0
1419,35.0,48.0,23,2,1,152.17,17.5,1.0,1,0,0,0,19.5,0.0
1420,34.0,25.0,20,2,1,170.0,17.0,1.0,1,0,0,0,19.0,0.0
1421,33.0,43.0,28,2,1,117.85,16.5,1.0,1,0,0,0,18.5,0.0
1422,33.0,53.0,24,2,1,137.5,16.5,1.0,1,0,0,0,18.5,0.0
1423,33.0,38.0,24,2,1,137.5,16.5,1.0,1,0,0,0,18.5,0.0
1424,33.0,54.0,30,2,1,110.0,16.5,1.0,1,0,0,0,18.5,0.0
1425,33.0,48.0,28,2,1,117.85,16.5,1.0,1,0,0,0,18.5,0.0
1426,32.0,55.0,36,2,1,88.88,16.0,1.0,1,0,0,0,18.0,0.0
1427,32.0,36.0,29,2,1,110.34,16.0,1.0,1,0,0,0,18.0,0.0
1428,32.0,52.0,30,2,1,106.66,16.0,1.0,1,0,0,0,18.0,0.0
1429,31.0,42.0,20,2,1,155.0,15.5,1.0,1,0,0,0,17.5,0.0
1430,31.0,47.0,27,2,1,114.81,15.5,1.0,1,0,0,0,17.5,0.0
1431,31.0,31.0,23,2,1,134.78,15.5,1.0,1,0,0,0,17.5,0.0
1432,31.0,52.0,25,2,1,124.0,15.5,1.0,1,0,0,0,17.5,0.0
1433,30.0,26.0,23,2,1,130.43,15.0,1.0,1,0,0,0,17.0,0.0
1434,30.0,46.0,29,2,1,103.44,15.0,1.0,1,0,0,0,17.0,0.0
1435,30.0,31.0,23,2,1,130.43,15.0,1.0,1,0,0,0,17.0,0.0
1436,30.0,36.0,27,2,1,111.11,15.0,1.0,1,0,0,0,17.0,0.0
1437,30.0,34.0,16,2,1,187.5,15.0,1.0,1,0,0,0,17.0,0.0
1438,29.0,44.0,19,2,1,152.63,14.5,1.0,1,0,0,0,16.5,0.0
1439,29.0,39.0,27,2,1,107.4,14.5,1.0,1,0,0,0,16.5,0.0
1440,29.0,27.0,16,2,1,181.25,14.5,1.0,1,0,0,0,16.5,0.0
1441,29.0,40.0,20,2,1,145.0,14.5,1.0,1,0,0,0,16.5,0.0
1442,29.0,60.0,30,2,1,96.66,14.5,1.0,1,0,0,0,16.5,0.0
1443,28.0,41.0,28,2,1,100.0,14.0,1.0,1,0,0,0,16.0,0.0
1444,28.0,46.0,27,2,1,103.7,14.0,1.0,1,0,0,0,16.0,0.0
1445,28.0,23.0,21,2,1,133.33,14.0,1.0,1,0,0,0,16.0,0.0
1446,27.0,37.0,24,2,1,112.5,13.5,1.0,1,0,0,0,15.5,0.0
1447,27.0,35.0,31,2,1,87.09,13.5,1.0,1,0,0,0,15.5,0.0
1448,27.0,42.0,18,2,1,150.0,13.5,1.0,1,0,0,0,15.5,0.0
1449,27.0,52.0,30,2,1,90.0,13.5,1.0,1,0,0,0,15.5,0.0
1450,27.0,27.0,21,2,1,128.57,13.5,1.0,1,0,0,0,15.5,0.0
1451,27.0,33.0,17,2,1,158.82,13.5,1.0,1,0,0,0,15.5,0.0
1452,26.0,32.0,24,2,1,108.33,13.0,1.0,1,0,0,0,15.0,0.0
1453,26.0,39.0,20,2,1,130.0,13.0,1.0,1,0,0,0,15.0,0.0
1454,26.0,33.0,20,2,1,130.0,13.0,1.0,1,0,0,0,15.0,0.0
1455,26.0,33.0,23,2,1,113.04,13.0,1.0,1,0,0,0,15.0,0.0
1456,26.0,46.0,25,2,1,104.0,13.0,1.0,1,0,0,0,15.0,0.0
1457,26.0,33.0,21,2,1,123.8,13.0,1.0,1,0,0,0,15.0,0.0
1458,25.0,33.0,15,2,1,166.66,12.5,1.0,1,0,0,0,14.5,0.0
1459,25.0,22.0,15,2,1,166.66,12.5,1.0,1,0,0,0,14.5,0.0
1460,25.0,38.0,29,2,1,86.2,12.5,1.0,1,0,0,0,14.5,0.0
1461,25.0,25.0,19,2,1,131.57,12.5,1.0,1,0,0,0,14.5,0.0
1462,25.0,32.0,24,2,1,104.16,12.5,1.0,1,0,0,0,14.5,0.0
1463,25.0,36.0,25,2,1,100.0,12.5,1.0,1,0,0,0,14.5,0.0
1464,25.0,20.0,13,2,1,192.3,12.5,1.0,1,0,0,0,14.5,0.0
1465,25.0,28.0,16,2,1,156.25,12.5,1.0,1,0,0,0,14.5,0.0
1466,25.0,33.0,20,2,1,125.0,12.5,1.0,1,0,0,0,14.5,0.0
1467,25.0,30.0,16,2,1,156.25,12.5,1.0,1,0,0,0,14.5,0.0
1468,25.0,28.0,18,2,1,138.88,12.5,1.0,1,0,0,0,14.5,0.0
1469,25.0,23.0,15,2,1,166.66,12.5,1.0,1,0,0,0,14.5,0.0
1470,24.0,29.0,15,2,1,160.0,12.0,1.0,1,0,0,0,14.0,0.0
1471,24.0,34.0,24,2,1,100.0,12.0,1.0,1,0,0,0,14.0,0.0
1472,24.0,24.0,13,2,1,184.61,12.0,1.0,1,0,0,0,14.0,0.0
1473,24.0,30.0,22,2,1,109.09,12.0,1.0,1,0,0,0,14.0,0.0
1474,24.0,36.0,21,2,1,114.28,12.0,1.0,1,0,0,0,14.0,0.0
1475,24.0,31.0,22,2,1,109.09,12.0,1.0,1,0,0,0,14.0,0.0
1476,24.0,42.0,26,2,1,92.3,12.0,1.0,1,0,0,0,14.0,0.0
1477,24.0,26.0,18,2,1,133.33,12.0,1.0,1,0,0,0,14.0,0.0
1478,24.0,29.0,21,2,1,114.28,12.0,1.0,1,0,0,0,14.0,0.0
1479,24.0,28.0,16,2,1,150.0,12.0,1.0,1,0,0,0,14.0,0.0
1480,24.0,30.0,15,2,1,160.0,12.0,1.0,1,0,0,0,14.0,0.0
1481,24.0,27.0,14,2,1,171.42,12.0,1.0,1,0,0,0,14.0,0.0
1482,24.0,19.0,19,2,1,126.31,12.0,1.0,1,0,0,0,14.0,0.0
1483,24.0,22.0,13,2,1,184.61,12.0,1.0,1,0,0,0,14.0,0.0
1484,24.0,35.0,26,2,1,92.3,12.0,1.0,1,0,0,0,14.0,0.0
1485,23.0,22.0,16,2,1,143.75,11.5,1.0,1,0,0,0,13.5,0.0
1486,23.0,22.0,19,2,1,121.05,11.5,1.0,1,0,0,0,13.5,0.0
1487,23.0,33.0,21,2,1,109.52,11.5,1.0,1,0,0,0,13.5,0.0
1488,23.0,33.0,16,2,1,143.75,11.5,1.0,1,0,0,0,13.5,0.0
1489,23.0,24.0,23,2,1,100.0,11.5,1.0,1,0,0,0,13.5,0.0
1490,23.0,19.0,12,2,1,191.66,11.5,1.0,1,0,0,0,13.5,0.0
1491,23.0,13.0,12,2,1,191.66,11.5,1.0,1,0,0,0,13.5,0.0
1492,23.0,25.0,17,2,1,135.29,11.5,1.0,1,0,0,0,13.5,0.0
1493,23.0,27.0,14,2,1,164.28,11.5,1.0,1,0,0,0,13.5,0.0
1494,22.0,39.0,22,2,1,100.0,11.0,1.0,1,0,0,0,13.0,0.0
1495,22.0,30.0,19,2,1,115.78,11.0,1.0,1,0,0,0,13.0,0.0
1496,22.0,20.0,16,2,1,137.5,11.0,1.0,1,0,0,0,13.0,0.0
1497,22.0,37.0,24,2,1,91.66,11.0,1.0,1,0,0,0,13.0,0.0
1498,22.0,27.0,18,2,1,122.22,11.0,1.0,1,0,0,0,13.0,0.0
1499,22.0,16.0,13,2,1,169.23,11.0,1.0,1,0,0,0,13.0,0.0
1500,22.0,30.0,20,2,1,110.0,11.0,1.0,1,0,0,0,13.0,0.0
1501,22.0,26.0,15,2,1,146.66,11.0,1.0,1,0,0,0,13.0,0.0
1502,22.0,19.0,10,2,1,220.0,11.0,1.0,1,0,0,0,13.0,0.0
1503,22.0,42.0,27,2,1,81.48,11.0,1.0,1,0,0,0,13.0,0.0
1504,22.0,15.0,12,2,1,183.33,11.0,1.0,1,0,0,0,13.0,0.0
1505,22.0,28.0,17,2,1,129.41,11.0,1.0,1,0,0,0,13.0,0.0
1506,21.0,14.0,13,2,1,161.53,10.5,1.0,1,0,0,0,12.5,0.0
1507,21.0,22.0,20,2,1,105.0,10.5,1.0,1,0,0,0,12.5,0.0
1508,21.0,27.0,19,2,1,110.52,10.5,1.0,1,0,0,0,12.5,0.0
1509,21.0,25.0,21,2,1,100.0,10.5,1.0,1,0,0,0,12.5,0.0
1510,21.0,30.0,19,2,1,110.52,10.5,1.0,1,0,0,0,12.5,0.0
1511,21.0,27.0,19,2,1,110.52,10.5,1.0,1,0,0,0,12.5,0.0
1512,21.0,18.0,15,2,1,140.0,10.5,1.0,1,0,0,0,12.5,0.0
1513,21.0,12.0,14,2,1,150.0,10.5,1.0,1,0,0,0,12.5,0.0
1514,20.0,38.0,15,2,1,133.33,10.0,1.0,1,0,0,0,12.0,0.0
1515,20.0,23.0,16,2,1,125.0,10.0,1.0,1,0,0,0,12.0,0.0
1516,20.0,28.0,15,2,1,133.33,10.0,1.0,1,0,0,0,12.0,0.0
1517,20.0,21.0,15,2,1,133.33,10.0,1.0,1,0,0,0,12.0,0.0
1518,20.0,13.0,9,2,1,222.22,10.0,1.0,1,0,0,0,12.0,0.0
1519,20.0,21.0,16,2,1,125.0,10.0,1.0,1,0,0,0,12.0,0.0
1520,19.0,15.0,10,2,1,190.0,9.5,1.0,1,0,0,0,11.5,0.0
1521,19.0,7.0,8,2,1,237.5,9.5,1.0,1,0,0,0,11.5,0.0
1522,19.0,18.0,12,2,1,158.33,9.5,1.0,1,0,0,0,11.5,0.0
1523,19.0,21.0,18,2,1,105.55,9.5,1.0,1,0,0,0,11.5,0.0
1524,19.0,16.0,9,2,1,211.11,9.5,1.0,1,0,0,0,11.5,0.0
1525,19.0,13.0,13,2,1,146.15,9.5,1.0,1,0,0,0,11.5,0.0
1526,19.0,33.0,18,2,1,105.55,9.5,1.0,1,0,0,0,11.5,0.0
1527,19.0,29.0,15,2,1,126.66,9.5,1.0,1,0,0,0,11.5,0.0
1528,19.0,15.0,10,2,1,190.0,9.5,1.0,1,0,0,0,11.5,0.0
1529,19.0,17.0,12,2,1,158.33,9.5,1.0,1,0,0,0,11.5,0.0
1530,18.0,17.0,18,2,1,100.0,9.0,1.0,1,0,0,0,11.0,0.0
1531,18.0,19.0,10,2,1,180.0,9.0,1.0,1,0,0,0,11.0,0.0
1532,18.0,10.0,8,2,1,225.0,9.0,1.0,1,0,0,0,11.0,0.0
1533,18.0,36.0,20,2,1,90.0,9.0,1.0,1,0,0,0,11.0,0.0
1534,18.0,23.0,12,2,1,150.0,9.0,1.0,1,0,0,0,11.0,0.0
1535,18.0,18.0,11,2,1,163.63,9.0,1.0,1,0,0,0,11.0,0.0
1536,18.0,32.0,24,2,1,75.0,9.0,1.0,1,0,0,0,11.0,0.0
1537,18.0,16.0,15,2,1,120.0,9.0,1.0,1,0,0,0,11.0,0.0
1538,18.0,12.0,9,2,1,200.0,9.0,1.0,1,0,0,0,11.0,0.0
1539,18.0,17.0,8,2,1,225.0,9.0,1.0,1,0,0,0,11.0,0.0
1540,17.0,11.0,8,2,1,212.5,8.5,1.0,1,0,0,0,10.5,0.0
1541,17.0,25.0,21,2,1,80.95,8.5,1.0,1,0,0,0,10.5,0.0
1542,17.0,17.0,12,2,1,141.66,8.5,1.0,1,0,0,0,10.5,0.0
1543,17.0,16.0,11,2,1,154.54,8.5,1.0,1,0,0,0,10.5,0.0
1544,17.0,11.0,8,2,1,212.5,8.5,1.0,1,0,0,0,10.5,0.0
1545,16.0,11.0,8,2,1,200.0,8.0,1.0,1,0,0,0,10.0,0.0
1546,16.0,16.0,7,2,1,228.57,8.0,1.0,1,0,0,0,10.0,0.0
1547,16.0,14.0,7,2,1,228.57,8.0,1.0,1,0,0,0,10.0,0.0
1548,16.0,22.0,12,2,1,133.33,8.0,1.0,1,0,0,0,10.0,0.0
1549,16.0,14.0,8,2,1,200.0,8.0,1.0,1,0,0,0,10.0,0.0
1550,16.0,11.0,6,2,1,266.66,8.0,1.0,1,0,0,0,10.0,0.0
1551,16.0,8.0,8,2,1,200.0,8.0,1.0,1,0,0,0,10.0,0.0
1552,15.0,7.0,9,2,1,166.66,7.5,1.0,1,0,0,0,9.5,0.0
1553,15.0,10.0,10,2,1,150.0,7.5,1.0,1,0,0,0,9.5,0.0
1554,15.0,5.0,7,2,1,214.28,7.5,1.0,1,0,0,0,9.5,0.0
1555,15.0,13.0,9,2,1,166.66,7.5,1.0,1,0,0,0,9.5,0.0
1556,15.0,14.0,12,2,1,125.0,7.5,1.0,1,0,0,0,9.5,0.0
1557,15.0,14.0,4,2,1,375.0,7.5,1.0,1,0,0,0,9.5,2.0
1558,14.0,22.0,13,2,1,107.69,7.0,1.0,1,0,0,0,9.0,0.0
1559,14.0,10.0,8,2,1,175.0,7.0,1.0,1,0,0,0,9.0,0.0
1560,44.0,84.0,46,2,0,95.65,22.0,1.0,0,0,0,0,23.0,5.0
1561,34.0,46.0,30,2,0,113.33,17.0,1.0,0,0,0,0,18.0,0.0
1562,34.0,51.0,28,2,0,121.42,17.0,1.0,0,0,0,0,18.0,0.0
1563,34.0,49.0,31,2,0,109.67,17.0,1.0,0,0,0,0,18.0,0.0
1564,34.0,64.0,28,2,0,121.42,17.0,1.0,0,0,0,0,18.0,0.0
1565,33.0,58.0,33,2,0,100.0,16.5,1.0,0,0,0,0,17.5,0.0
1566,31.0,55.0,35,2,0,88.57,15.5,1.0,0,0,0,0,16.5,0.0
1567,31.0,60.0,28,2,0,110.71,15.5,1.0,0,0,0,0,16.5,0.0
1568,31.0,29.0,28,2,0,110.71,15.5,1.0,0,0,0,0,16.5,0.0
1569,31.0,44.0,27,2,0,114.81,15.5,1.0,0,0,0,0,16.5,0.0
1570,30.0,44.0,28,2,0,107.14,15.0,1.0,0,0,0,0,16.0,0.0
1571,30.0,54.0,32,2,0,93.75,15.0,1.0,0,0,0,0,16.0,0.0
1572,28.0,56.0,31,2,0,90.32,14.0,1.0,0,0,0,0,15.0,0.0
1573,28.0,53.0,30,2,0,93.33,14.0,1.0,0,0,0,0,15.0,0.0
1574,28.0,49.0,29,2,0,96.55,14.0,1.0,0,0,0,0,15.0,0.0
1575,28.0,49.0,22,2,0,127.27,14.0,1.0,0,0,0,0,15.0,0.0
1576,27.0,56.0,30,2,0,90.0,13.5,1.0,0,0,0,0,14.5,0.0
1577,27.0,47.0,29,2,0,93.1,13.5,1.0,0,0,0,0,14.5,0.0
1578,26.0,55.0,33,2,0,78.78,13.0,1.0,0,0,0,0,14.0,0.0
1579,26.0,54.0,26,2,0,100.0,13.0,1.0,0,0,0,0,14.0,0.0
1580,26.0,47.0,30,2,0,86.66,13.0,1.0,0,0,0,0,14.0,0.0
1581,26.0,25.0,20,2,0,130.0,13.0,1.0,0,0,0,0,14.0,0.0
1582,26.0,50.0,30,2,0,86.66,13.0,1.0,0,0,0,0,14.0,0.0
1583,25.0,32.0,30,2,0,83.33,12.5,1.0,0,0,0,0,13.5,0.0
1584,25.0,40.0,32,2,0,78.12,12.5,1.0,0,0,0,0,13.5,0.0
1585,25.0,47.0,23,2,0,108.69,12.5,1.0,0,0,0,0,13.5,0.0
1586,25.0,30.0,24,2,0,104.16,12.5,1.0,0,0,0,0,13.5,0.0
1587,25.0,41.0,18,2,0,138.88,12.5,1.0,0,0,0,0,13.5,0.0
1588,24.0,44.0,28,2,0,85.71,12.0,1.0,0,0,0,0,13.0,0.0
1589,24.0,29.0,22,2,0,109.09,12.0,1.0,0,0,0,0,13.0,0.0
1590,24.0,29.0,17,2,0,141.17,12.0,1.0,0,0,0,0,13.0,0.0
1591,24.0,51.0,28,2,0,85.71,12.0,1.0,0,0,0,0,13.0,0.0
1592,24.0,50.0,29,2,0,82.75,12.0,1.0,0,0,0,0,13.0,0.0
1593,24.0,59.0,28,2,0,85.71,12.0,1.0,0,0,0,0,13.0,0.0
1594,24.0,38.0,24,2,0,100.0,12.0,1.0,0,0,0,0,13.0,0.0
1595,24.0,38.0,21,2,0,114.28,12.0,1.0,0,0,0,0,13.0,0.0
1596,23.0,31.0,19,2,0,121.05,11.5,1.0,0,0,0,0,12.5,0.0
1597,23.0,46.0,24,2,0,95.83,11.5,1.0,0,0,0,0,12.5,0.0
1598,23.0,37.0,24,2,0,95.83,11.5,1.0,0,0,0,0,12.5,0.0
1599,23.0,34.0,26,2,0,88.46,11.5,1.0,0,0,0,0,12.5,0.0
1600,23.0,30.0,23,2,0,100.0,11.5,1.0,0,0,0,0,12.5,0.0
1601,23.0,41.0,21,2,0,109.52,11.5,1.0,0,0,0,0,12.5,0.0
1602,23.0,37.0,24,2,0,95.83,11.5,1.0,0,0,0,0,12.5,0.0
1603,23.0,27.0,16,2,0,143.75,11.5,1.0,0,0,0,0,12.5,0.0
1604,23.0,39.0,21,2,0,109.52,11.5,1.0,0,0,0,0,12.5,0.0
1605,23.0,32.0,20,2,0,115.0,11.5,1.0,0,0,0,0,12.5,0.0
1606,23.0,31.0,20,2,0,115.0,11.5,1.0,0,0,0,0,12.5,0.0
1607,23.0,34.0,22,2,0,104.54,11.5,1.0,0,0,0,0,12.5,0.0
1608,22.0,29.0,18,2,0,122.22,11.0,1.0,0,0,0,0,12.0,0.0
1609,22.0,36.0,22,2,0,100.0,11.0,1.0,0,0,0,0,12.0,0.0
1610,22.0,29.0,17,2,0,129.41,11.0,1.0,0,0,0,0,12.0,0.0
1611,22.0,29.0,22,2,0,100.0,11.0,1.0,0,0,0,0,12.0,0.0
1612,22.0,44.0,28,2,0,78.57,11.0,1.0,0,0,0,0,12.0,0.0
1613,22.0,27.0,25,2,0,88.0,11.0,1.0,0,0,0,0,12.0,0.0
1614,22.0,50.0,27,2,0,81.48,11.0,1.0,0,0,0,0,12.0,0.0
1615,22.0,47.0,18,2,0,122.22,11.0,1.0,0,0,0,0,12.0,0.0
1616,22.0,17.0,13,2,0,169.23,11.0,1.0,0,0,0,0,12.0,0.0
1617,21.0,28.0,19,2,0,110.52,10.5,1.0,0,0,0,0,11.5,0.0
1618,21.0,40.0,21,2,0,100.0,10.5,1.0,0,0,0,0,11.5,0.0
1619,21.0,40.0,28,2,0,75.0,10.5,1.0,0,0,0,0,11.5,0.0
1620,21.0,31.0,22,2,0,95.45,10.5,1.0,0,0,0,0,11.5,0.0
1621,21.0,32.0,17,2,0,123.52,10.5,1.0,0,0,0,0,11.5,0.0
1622,21.0,41.0,22,2,0,95.45,10.5,1.0,0,0,0,0,11.5,0.0
1623,21.0,24.0,20,2,0,105.0,10.5,1.0,0,0,0,0,11.5,0.0
1624,21.0,27.0,17,2,0,123.52,10.5,1.0,0,0,0,0,11.5,0.0
1625,21.0,38.0,27,2,0,77.77,10.5,1.0,0,0,0,0,11.5,0.0
1626,21.0,30.0,23,2,0,91.3,10.5,1.0,0,0,0,0,11.5,0.0
1627,20.0,30.0,19,2,0,105.26,10.0,1.0,0,0,0,0,11.0,0.0
1628,20.0,29.0,18,2,0,111.11,10.0,1.0,0,0,0,0,11.0,0.0
1629,20.0,37.0,19,2,0,105.26,10.0,1.0,0,0,0,0,11.0,0.0
1630,20.0,30.0,16,2,0,125.0,10.0,1.0,0,0,0,0,11.0,0.0
1631,20.0,38.0,20,2,0,100.0,10.0,1.0,0,0,0,0,11.0,0.0
1632,20.0,25.0,20,2,0,100.0,10.0,1.0,0,0,0,0,11.0,0.0
1633,20.0,26.0,16,2,0,125.0,10.0,1.0,0,0,0,0,11.0,0.0
1634,20.0,17.0,14,2,0,142.85,10.0,1.0,0,0,0,0,11.0,0.0
1635,20.0,22.0,16,2,0,125.0,10.0,1.0,0,0,0,0,11.0,0.0
1636,20.0,28.0,17,2,0,117.64,10.0,1.0,0,0,0,0,11.0,0.0
1637,20.0,36.0,21,2,0,95.23,10.0,1.0,0,0,0,0,11.0,0.0
1638,20.0,22.0,18,2,0,111.11,10.0,1.0,0,0,0,0,11.0,0.0
1639,20.0,35.0,14,2,0,142.85,10.0,1.0,0,0,0,0,11.0,0.0
1640,19.0,20.0,15,2,0,126.66,9.5,1.0,0,0,0,0,10.5,0.0
1641,19.0,22.0,14,2,0,135.71,9.5,1.0,0,0,0,0,10.5,0.0
1642,19.0,40.0,23,2,0,82.6,9.5,1.0,0,0,0,0,10.5,0.0
1643,19.0,32.0,17,2,0,111.76,9.5,1.0,0,0,0,0,10.5,0.0
1644,19.0,47.0,20,2,0,95.0,9.5,1.0,0,0,0,0,10.5,0.0
1645,19.0,38.0,23,2,0,82.6,9.5,1.0,0,0,0,0,10.5,0.0
1646,18.0,20.0,13,2,0,138.46,9.0,1.0,0,0,0,0,10.0,0.0
1647,18.0,24.0,19,2,0,94.73,9.0,1.0,0,0,0,0,10.0,0.0
1648,18.0,22.0,16,2,0,112.5,9.0,1.0,0,0,0,0,10.0,0.0
1649,18.0,37.0,22,2,0,81.81,9.0,1.0,0,0,0,0,10.0,0.0
1650,18.0,19.0,15,2,0,120.0,9.0,1.0,0,0,0,0,10.0,0.0
1651,18.0,42.0,20,2,0,90.0,9.0,1.0,0,0,0,0,10.0,0.0
1652,18.0,21.0,11,2,0,163.63,9.0,1.0,0,0,0,0,10.0,0.0
1653,18.0,21.0,13,2,0,138.46,9.0,1.0,0,0,0,0,10.0,0.0
1654,18.0,19.0,12,2,0,150.0,9.0,1.0,0,0,0,0,10.0,0.0
1655,18.0,31.0,18,2,0,100.0,9.0,1.0,0,0,0,0,10.0,0.0
1656,18.0,20.0,13,2,0,138.46,9.0,1.0,0,0,0,0,10.0,0.0
1657,17.0,35.0,22,2,0,77.27,8.5,1.0,0,0,0,0,9.5,0.0
1658,17.0,16.0,14,2,0,121.42,8.5,1.0,0,0,0,0,9.5,0.0
1659,17.0,23.0,15,2,0,113.33,8.5,1.0,0,0,0,0,9.5,0.0
1660,17.0,39.0,22,2,0,77.27,8.5,1.0,0,0,0,0,9.5,0.0
1661,17.0,22.0,20,2,0,85.0,8.5,1.0,0,0,0,0,9.5,0.0
1662,17.0,18.0,16,2,0,106.25,8.5,1.0,0,0,0,0,9.5,0.0
1663,17.0,26.0,16,2,0,106.25,8.5,1.0,0,0,0,0,9.5,0.0
1664,17.0,31.0,19,2,0,89.47,8.5,1.0,0,0,0,0,9.5,0.0
1665,17.0,16.0,14,2,0,121.42,8.5,1.0,0,0,0,0,9.5,0.0
1666,17.0,18.0,11,2,0,154.54,8.5,1.0,0,0,0,0,9.5,0.0
1667,17.0,27.0,14,2,0,121.42,8.5,1.0,0,0,0,0,9.5,0.0
1668,17.0,29.0,12,2,0,141.66,8.5,1.0,0,0,0,0,9.5,0.0
1669,17.0,18.0,9,2,0,188.88,8.5,1.0,0,0,0,0,9.5,0.0
1670,17.0,21.0,15,2,0,113.33,8.5,1.0,0,0,0,0,9.5,0.0
1671,17.0,14.0,12,2,0,141.66,8.5,1.0,0,0,0,0,9.5,0.0
1672,17.0,17.0,12,2,0,141.66,8.5,1.0,0,0,0,0,9.5,0.0
1673,17.0,14.0,13,2,0,130.76,8.5,1.0,0,0,0,0,9.5,0.0
1674,16.0,19.0,15,2,0,106.66,8.0,1.0,0,0,0,0,9.0,0.0
1675,16.0,28.0,15,2,0,106.66,8.0,1.0,0,0,0,0,9.0,0.0
1676,16.0,14.0,16,2,0,100.0,8.0,1.0,0,0,0,0,9.0,0.0
1677,16.0,29.0,19,2,0,84.21,8.0,1.0,0,0,0,0,9.0,0.0
1678,16.0,12.0,9,2,0,177.77,8.0,1.0,0,0,0,0,9.0,0.0
1679,16.0,22.0,14,2,0,114.28,8.0,1.0,0,0,0,0,9.0,0.0
1680,16.0,22.0,14,2,0,114.28,8.0,1.0,0,0,0,0,9.0,0.0
1681,16.0,22.0,11,2,0,145.45,8.0,1.0,0,0,0,0,9.0,0.0
1682,16.0,17.0,12,2,0,133.33,8.0,1.0,0,0,0,0,9.0,0.0
1683,16.0,25.0,17,2,0,94.11,8.0,1.0,0,0,0,0,9.0,0.0
1684,16.0,22.0,13,2,0,123.07,8.0,1.0,0,0,0,0,9.0,0.0
1685,16.0,25.0,13,2,0,123.07,8.0,1.0,0,0,0,0,9.0,0.0
1686,16.0,16.0,11,2,0,145.45,8.0,1.0,0,0,0,0,9.0,0.0
1687,16.0,19.0,9,2,0,177.77,8.0,1.0,0,0,0,0,9.0,0.0
1688,16.0,24.0,15,2,0,106.66,8.0,1.0,0,0,0,0,9.0,0.0
1689,15.0,30.0,17,2,0,88.23,7.5,1.0,0,0,0,0,8.5,0.0
1690,15.0,21.0,12,2,0,125.0,7.5,1.0,0,0,0,0,8.5,0.0
1691,19.0,57.0,32,2,0,59.37,9.5,1.0,0,0,0,-2,8.5,0.0
1692,15.0,18.0,15,2,0,100.0,7.5,1.0,0,0,0,0,8.5,0.0
1693,15.0,20.0,16,2,0,93.75,7.5,1.0,0,0,0,0,8.5,0.0
1694,15.0,21.0,16,2,0,93.75,7.5,1.0,0,0,0,0,8.5,0.0
1695,15.0,22.0,21,2,0,71.42,7.5,1.0,0,0,0,0,8.5,0.0
1696,15.0,28.0,15,2,0,100.0,7.5,1.0,0,0,0,0,8.5,0.0
1697,15.0,21.0,10,2,0,150.0,7.5,1.0,0,0,0,0,8.5,0.0
1698,15.0,18.0,14,2,0,107.14,7.5,1.0,0,0,0,0,8.5,0.0
1699,15.0,32.0,20,2,0,75.0,7.5,1.0,0,0,0,0,8.5,0.0
1700,15.0,12.0,8,2,0,187.5,7.5,1.0,0,0,0,0,8.5,0.0
1701,15.0,26.0,11,2,0,136.36,7.5,1.0,0,0,0,0,8.5,0.0
1702,15.0,41.0,13,2,0,115.38,7.5,1.0,0,0,0,0,8.5,0.0
1703,15.0,27.0,15,2,0,100.0,7.5,1.0,0,0,0,0,8.5,0.0
1704,15.0,19.0,15,2,0,100.0,7.5,1.0,0,0,0,0,8.5,0.0
1705,15.0,19.0,15,2,0,100.0,7.5,1.0,0,0,0,0,8.5,0.0
1706,15.0,24.0,13,2,0,115.38,7.5,1.0,0,0,0,0,8.5,0.0
1707,15.0,28.0,16,2,0,93.75,7.5,1.0,0,0,0,0,8.5,0.0
1708,15.0,11.0,12,2,0,125.0,7.5,1.0,0,0,0,0,8.5,0.0
1709,15.0,23.0,12,2,0,125.0,7.5,1.0,0,0,0,0,8.5,0.0
