,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total,cluster_group
3614,6.0,15.0,11,0,0,54.54,3.0,0.0,0,0,0,-2,1.0,0.0
3615,2.0,8.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3616,2.0,5.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3617,4.0,7.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3618,2.0,1.0,1,0,0,200.0,1.0,0.0,0,0,0,0,1.0,0.0
3619,2.0,8.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3620,2.0,2.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3621,2.0,9.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3622,6.0,32.0,12,0,0,50.0,3.0,0.0,0,0,0,-2,1.0,0.0
3623,4.0,8.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3624,2.0,5.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3625,2.0,2.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3626,2.0,7.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3627,8.0,31.0,22,0,0,36.36,4.0,0.0,0,0,0,-3,1.0,0.0
3628,6.0,18.0,12,0,0,50.0,3.0,0.0,0,0,0,-2,1.0,0.0
3629,6.0,15.0,11,0,0,54.54,3.0,0.0,0,0,0,-2,1.0,0.0
3630,6.0,19.0,12,0,0,50.0,3.0,0.0,0,0,0,-2,1.0,0.0
3631,2.0,5.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3632,2.0,4.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3633,4.0,8.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3634,6.0,14.0,12,0,0,50.0,3.0,0.0,0,0,0,-2,1.0,0.0
3635,6.0,15.0,11,0,0,54.54,3.0,0.0,0,0,0,-2,1.0,0.0
3636,2.0,2.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3637,2.0,9.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3638,2.0,1.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3639,2.0,4.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3640,2.0,2.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3641,4.0,14.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3642,4.0,11.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3643,4.0,8.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3644,4.0,5.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3645,2.0,1.0,1,0,0,200.0,1.0,0.0,0,0,0,0,1.0,0.0
3646,2.0,2.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3647,2.0,1.0,1,0,0,200.0,1.0,0.0,0,0,0,0,1.0,0.0
3648,2.0,3.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3649,8.0,25.0,18,0,0,44.44,4.0,0.0,0,0,0,-3,1.0,0.0
3650,6.0,22.0,12,0,0,50.0,3.0,0.0,0,0,0,-2,1.0,0.0
3651,2.0,5.0,2,0,0,100.0,1.0,0.0,0,0,0,0,1.0,0.0
3652,6.0,18.0,11,0,0,54.54,3.0,0.0,0,0,0,-2,1.0,0.0
3653,4.0,10.0,6,0,0,66.66,2.0,0.0,0,0,0,-1,1.0,0.0
3654,3.0,15.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3655,3.0,4.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3656,3.0,7.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3657,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3658,3.0,6.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3659,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3660,5.0,11.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3661,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3662,3.0,3.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3663,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3664,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3665,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3666,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3667,3.0,8.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3668,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3669,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3670,3.0,9.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3671,3.0,6.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3672,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3673,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3674,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3675,3.0,3.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3676,1.0,7.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3677,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3678,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3679,3.0,9.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3680,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3681,3.0,7.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3682,1.0,13.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3683,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3684,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3685,3.0,6.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3686,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3687,5.0,17.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3688,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3689,5.0,18.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3690,1.0,8.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3691,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3692,3.0,9.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3693,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3694,1.0,6.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3695,5.0,13.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3696,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3697,1.0,9.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3698,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3699,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3700,3.0,9.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3701,1.0,6.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3702,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3703,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3704,7.0,22.0,16,0,0,43.75,3.5,0.0,0,0,0,-3,0.5,0.0
3705,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3706,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3707,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3708,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3709,3.0,11.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3710,5.0,16.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3711,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3712,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3713,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3714,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3715,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3716,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3717,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3718,5.0,10.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3719,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3720,3.0,6.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3721,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3722,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3723,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3724,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3725,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3726,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3727,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3728,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3729,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3730,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3731,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3732,5.0,20.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3733,3.0,6.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3734,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3735,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3736,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3737,1.0,4.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3738,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3739,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3740,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3741,3.0,18.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3742,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3743,3.0,9.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3744,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3745,5.0,14.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3746,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3747,5.0,13.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3748,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3749,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3750,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3751,1.0,8.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3752,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3753,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3754,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3755,7.0,41.0,19,0,0,36.84,3.5,0.0,0,0,0,-3,0.5,0.0
3756,7.0,24.0,16,0,0,43.75,3.5,0.0,0,0,0,-3,0.5,0.0
3757,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3758,1.0,7.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3759,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3760,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3761,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3762,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3763,1.0,12.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3764,3.0,8.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3765,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3766,1.0,7.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3767,3.0,8.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3768,1.0,1.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3769,5.0,20.0,10,0,0,50.0,2.5,0.0,0,0,0,-2,0.5,0.0
3770,3.0,4.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3771,1.0,8.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3772,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3773,3.0,7.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3774,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3775,3.0,11.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3776,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3777,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3778,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3779,5.0,16.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3780,1.0,5.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3781,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3782,3.0,8.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3783,5.0,10.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3784,1.0,3.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3785,5.0,11.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3786,5.0,23.0,9,0,0,55.55,2.5,0.0,0,0,0,-2,0.5,0.0
3787,3.0,10.0,5,0,0,60.0,1.5,0.0,0,0,0,-1,0.5,0.0
3788,1.0,2.0,1,0,0,100.0,0.5,0.0,0,0,0,0,0.5,0.0
3789,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3790,2.0,13.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3791,2.0,7.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3792,4.0,6.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3793,2.0,12.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3794,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3795,2.0,2.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3796,4.0,14.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3797,4.0,12.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3798,2.0,2.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3799,4.0,14.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3800,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3801,4.0,7.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3802,6.0,23.0,14,0,0,42.85,3.0,0.0,0,0,0,-3,0.0,0.0
3803,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3804,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3805,4.0,11.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3806,2.0,7.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3807,4.0,11.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3808,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3809,4.0,10.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3810,4.0,11.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3811,4.0,13.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3812,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3813,2.0,7.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3814,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3815,4.0,12.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3816,2.0,27.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3817,6.0,19.0,16,0,0,37.5,3.0,0.0,0,0,0,-3,0.0,0.0
3818,2.0,11.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3819,2.0,15.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3820,2.0,3.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3821,6.0,29.0,17,0,0,35.29,3.0,0.0,0,0,0,-3,0.0,0.0
3822,6.0,19.0,13,0,0,46.15,3.0,0.0,0,0,0,-3,0.0,0.0
3823,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3824,2.0,12.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3825,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3826,2.0,5.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3827,4.0,14.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3828,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3829,2.0,2.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3830,4.0,30.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3831,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3832,6.0,19.0,13,0,0,46.15,3.0,0.0,0,0,0,-3,0.0,0.0
3833,4.0,12.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3834,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3835,4.0,12.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3836,4.0,17.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3837,4.0,4.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3838,2.0,5.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3839,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3840,2.0,3.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3841,4.0,9.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3842,4.0,13.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3843,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3844,2.0,15.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3845,2.0,3.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3846,2.0,5.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3847,4.0,23.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3848,4.0,10.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3849,4.0,9.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3850,4.0,9.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3851,2.0,13.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3852,2.0,7.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3853,2.0,10.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3854,4.0,12.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3855,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3856,2.0,3.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3857,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3858,2.0,9.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3859,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3860,2.0,9.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3861,2.0,5.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3862,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3863,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3864,2.0,9.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3865,2.0,3.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3866,4.0,9.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3867,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3868,4.0,9.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3869,2.0,6.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3870,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3871,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3872,2.0,4.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3873,4.0,9.0,7,0,0,57.14,2.0,0.0,0,0,0,-2,0.0,0.0
3874,2.0,8.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3875,4.0,7.0,8,0,0,50.0,2.0,0.0,0,0,0,-2,0.0,0.0
3876,2.0,10.0,3,0,0,66.66,1.0,0.0,0,0,0,-1,0.0,0.0
3877,3.0,16.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3878,3.0,7.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3879,5.0,21.0,11,0,0,45.45,2.5,0.0,0,0,0,-3,-0.5,0.0
3880,3.0,7.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3881,3.0,10.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3882,3.0,10.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3883,3.0,6.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3884,3.0,6.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3885,3.0,16.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3886,3.0,8.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3887,5.0,18.0,11,0,0,45.45,2.5,0.0,0,0,0,-3,-0.5,0.0
3888,5.0,17.0,14,0,0,35.71,2.5,0.0,0,0,0,-3,-0.5,0.0
3889,3.0,12.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3890,3.0,14.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3891,3.0,10.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3892,5.0,15.0,11,0,0,45.45,2.5,0.0,0,0,0,-3,-0.5,0.0
3893,3.0,5.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3894,5.0,22.0,14,0,0,35.71,2.5,0.0,0,0,0,-3,-0.5,0.0
3895,3.0,15.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3896,3.0,16.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3897,3.0,12.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3898,3.0,9.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3899,5.0,17.0,11,0,0,45.45,2.5,0.0,0,0,0,-3,-0.5,0.0
3900,3.0,6.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3901,5.0,32.0,15,0,0,33.33,2.5,0.0,0,0,0,-3,-0.5,0.0
3902,5.0,29.0,11,0,0,45.45,2.5,0.0,0,0,0,-3,-0.5,0.0
3903,3.0,19.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3904,3.0,18.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3905,5.0,16.0,13,0,0,38.46,2.5,0.0,0,0,0,-3,-0.5,0.0
3906,3.0,16.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3907,3.0,11.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3908,3.0,7.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3909,5.0,21.0,13,0,0,38.46,2.5,0.0,0,0,0,-3,-0.5,0.0
3910,3.0,6.0,6,0,0,50.0,1.5,0.0,0,0,0,-2,-0.5,0.0
3911,2.0,3.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
3912,2.0,7.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
3913,2.0,9.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
3914,4.0,16.0,11,0,0,36.36,2.0,0.0,0,0,0,-3,-1.0,0.0
3915,2.0,14.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
3916,2.0,2.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
3917,2.0,5.0,4,0,0,50.0,1.0,0.0,0,0,0,-2,-1.0,0.0
