,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
363,MandeepSingh,20,27,15,0,0,133.33,10,0,0,0,0,0,10
364,AzharMahmood,33,24,14,3,2,235.71,16.5,1.5,2,0,0,0,20
365,PPChawla,7,3,3,1,0,233.33,3.5,0.5,0,0,0,0,4
366,MAAgarwal,1,6,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
367,CHGayle,87,89,56,8,4,155.35,43.5,4,4,4,0,0,55.5
368,VKohli,4,4,4,1,0,100,2,0.5,0,0,0,0,2.5
369,SSTiwary,4,14,7,0,0,57.14,2,0,0,0,0,-2,0
370,ABdeVilliers,52,67,39,6,0,133.33,26,3,0,4,0,0,33
371,ABMcDonald,8,9,6,1,0,133.33,4,0.5,0,0,0,0,4.5
372,DLVettori,2,4,3,0,0,66.66,1,0,0,0,0,-1,0
373,RDravid,26,44,28,3,1,92.85,13,1.5,1,0,0,0,15.5
374,AMRahane,15,19,10,3,0,150,7.5,1.5,0,0,0,0,9
375,OAShah,52,68,43,4,3,120.93,26,2,3,4,0,0,35
376,ALMenaria,36,38,34,2,1,105.88,18,1,1,0,0,0,20
377,BJHodge,3,3,5,0,0,60,1.5,0,0,0,0,-1,0.5
378,SBadrinath,15,31,22,1,0,68.18,7.5,0.5,0,0,0,-1,7
379,FduPlessis,73,78,52,6,2,140.38,36.5,3,2,4,0,0,45.5
380,SKRaina,26,49,24,3,0,108.33,13,1.5,0,0,0,0,14.5
381,MSDhoni,15,20,12,1,0,125,7.5,0.5,0,0,0,0,8
382,DJBravo,16,17,10,1,0,160,8,0.5,0,0,0,0,8.5
383,RVUthappa,10,16,13,2,0,76.92,5,1,0,0,0,0,6
384,JDRyder,86,90,58,7,4,148.27,43,3.5,4,4,0,0,54.5
385,SCGanguly,41,47,35,5,1,117.14,20.5,2.5,1,0,0,0,24
386,SPDSmith,34,28,13,4,2,261.53,17,2,2,0,0,0,21
387,ADMathews,6,2,2,1,0,300,3,0.5,0,0,0,0,3.5
388,DPMDJayawardene,7,10,7,1,0,100,3.5,0.5,0,0,0,0,4
389,VSehwag,57,63,32,5,4,178.12,28.5,2.5,4,4,0,0,39
390,KPPietersen,32,34,23,1,3,139.13,16,0.5,3,0,0,0,19.5
391,IKPathan,15,14,11,0,1,136.36,7.5,0,1,0,0,0,8.5
392,PNegi,8,13,8,1,0,100,4,0.5,0,0,0,0,4.5
393,LRPLTaylor,12,27,13,1,0,92.3,6,0.5,0,0,0,0,6.5
394,YNagar,24,28,19,3,0,126.31,12,1.5,0,0,0,0,13.5
395,NVOjha,11,14,6,0,1,183.33,5.5,0,1,0,0,0,6.5
396,MMorkel,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
397,JECFranklin,79,91,51,6,4,154.9,39.5,3,4,4,0,0,50.5
398,SRTendulkar,23,40,23,3,0,100,11.5,1.5,0,0,0,0,13
399,RGSharma,2,4,5,0,0,40,1,0,0,0,0,-3,-2
400,KDKarthik,35,29,20,5,0,175,17.5,2.5,0,0,0,0,20
401,KAPollard,7,10,10,1,0,70,3.5,0.5,0,0,0,0,4
402,HarbhajanSingh,4,7,3,1,0,133.33,2,0.5,0,0,0,0,2.5
403,NLTCPerera,4,9,5,0,0,80,2,0,0,0,0,0,2
404,ATRayudu,3,8,3,0,0,100,1.5,0,0,0,0,0,1.5
405,NSaini,30,29,25,5,0,120,15,2.5,0,0,0,0,17.5
406,MandeepSingh,24,40,21,3,0,114.28,12,1.5,0,0,0,0,13.5
407,SEMarsh,68,66,40,5,3,170,34,2.5,3,4,0,0,43.5
408,DJHussey,21,28,19,2,0,110.52,10.5,1,0,0,0,0,11.5
409,AzharMahmood,10,13,7,0,1,142.85,5,0,1,0,0,0,6
410,DAMiller,5,12,5,0,0,100,2.5,0,0,0,0,0,2.5
411,KCSangakkara,12,23,15,1,0,80,6,0.5,0,0,0,0,6.5
412,SDhawan,50,76,50,4,1,100,25,2,1,4,0,0,32
413,PAPatel,23,31,19,2,0,121.05,11.5,1,0,0,0,0,12.5
414,CLWhite,10,13,9,1,0,111.11,5,0.5,0,0,0,0,5.5
415,JPDuminy,16,30,15,1,0,106.66,8,0.5,0,0,0,0,8.5
416,IRJaggi,3,9,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
417,AnkitSharma,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
418,DWSteyn,7,4,3,0,1,233.33,3.5,0,1,0,0,0,4.5
419,AMishra,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
420,BBMcCullum,10,13,9,1,0,111.11,5,0.5,0,0,0,0,5.5
421,GGambhir,30,48,28,4,0,107.14,15,2,0,0,0,0,17
422,MSBisla,10,19,13,2,0,76.92,5,1,0,0,0,0,6
423,JHKallis,23,46,24,2,0,95.83,11.5,1,0,0,0,0,12.5
424,YKPathan,6,4,4,0,1,150,3,0,1,0,0,0,4
425,MKTiwary,30,44,28,2,0,107.14,15,1,0,0,0,0,16
426,DBDas,9,17,8,1,0,112.5,4.5,0.5,0,0,0,0,5
427,VKohli,16,14,16,2,0,100,8,1,0,0,0,0,9
428,TMDilshan,76,95,58,10,1,131.03,38,5,1,4,0,0,48
429,MAAgarwal,15,30,17,2,0,88.23,7.5,1,0,0,0,0,8.5
430,CHGayle,4,7,8,0,0,50,2,0,0,0,0,-2,0
431,ABdeVilliers,59,41,23,3,5,256.52,29.5,1.5,5,4,0,0,40
432,RDravid,58,61,42,8,0,138.09,29,4,0,4,0,0,37
433,AMRahane,13,35,18,1,0,72.22,6.5,0.5,0,0,0,0,7
434,OAShah,10,15,15,0,1,66.66,5,0,1,0,0,-1,5
435,SPGoswami,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
436,BJHodge,10,12,8,1,0,125,5,0.5,0,0,0,0,5.5
437,STRBinny,20,29,18,2,0,111.11,10,1,0,0,0,0,11
438,KKCooper,8,7,6,2,0,133.33,4,1,0,0,0,0,5
439,GBHogg,13,14,11,1,0,118.18,6.5,0.5,0,0,0,0,7
440,JDRyder,0,1,2,0,0,0,0,0,0,0,0,-3,-3
441,MKPandey,80,82,56,7,3,142.85,40,3.5,3,4,0,0,50.5
442,SCGanguly,1,4,4,0,0,25,0.5,0,0,0,0,-3,-2.5
443,RVUthappa,60,75,58,6,0,103.44,30,3,0,4,0,0,37
444,DPMDJayawardene,18,14,14,3,0,128.57,9,1.5,0,0,0,0,10.5
445,VSehwag,87,75,48,10,3,181.25,43.5,5,3,4,0,0,55.5
446,KPPietersen,27,39,21,1,2,128.57,13.5,0.5,2,0,0,0,16
447,LRPLTaylor,9,20,13,0,0,69.23,4.5,0,0,0,0,-1,3.5
448,NSaini,17,35,22,2,0,77.27,8.5,1,0,0,0,0,9.5
449,MandeepSingh,22,22,16,4,0,137.5,11,2,0,0,0,0,13
450,SEMarsh,17,35,26,1,0,65.38,8.5,0.5,0,0,0,-1,8
451,DJHussey,68,60,40,4,4,170,34,2,4,4,0,0,44
452,DAMiller,34,37,17,1,3,200,17,0.5,3,0,0,0,20.5
453,JECFranklin,22,36,22,2,0,100,11,1,0,0,0,0,12
454,SRTendulkar,34,45,29,4,0,117.24,17,2,0,0,0,0,19
455,RGSharma,50,48,30,3,3,166.66,25,1.5,3,4,0,0,33.5
456,KDKarthik,3,7,6,0,0,50,1.5,0,0,0,0,-2,-0.5
457,KAPollard,3,11,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
458,ATRayudu,34,38,17,2,2,200,17,1,2,0,0,0,20
459,HarbhajanSingh,0,1,2,0,0,0,0,0,0,0,0,-3,-3
460,RJPeterson,16,16,7,2,1,228.57,8,1,1,0,0,0,10
461,PAPatel,24,24,18,3,1,133.33,12,1.5,1,0,0,0,14.5
462,SDhawan,16,17,11,1,1,145.45,8,0.5,1,0,0,0,9.5
463,CLWhite,78,64,46,6,5,169.56,39,3,5,4,0,0,51
464,KCSangakkara,12,23,14,1,0,85.71,6,0.5,0,0,0,0,6.5
465,JPDuminy,26,46,24,0,1,108.33,13,0,1,0,0,0,14
466,IRJaggi,10,14,7,0,0,142.85,5,0,0,0,0,0,5
467,MKPandey,21,22,20,2,1,105,10.5,1,1,0,0,0,12.5
468,JDRyder,7,7,6,1,0,116.66,3.5,0.5,0,0,0,0,4
469,SCGanguly,23,36,20,3,1,115,11.5,1.5,1,0,0,0,14
470,RVUthappa,29,39,27,2,1,107.4,14.5,1,1,0,0,0,16.5
471,MNSamuels,3,21,8,0,0,37.5,1.5,0,0,0,0,-3,-1.5
472,SPDSmith,26,14,13,0,3,200,13,0,3,0,0,0,16
473,MManhas,22,36,14,0,2,157.14,11,0,2,0,0,0,13
474,ACThomas,12,22,9,0,1,133.33,6,0,1,0,0,0,7
475,BKumar,7,2,4,1,0,175,3.5,0.5,0,0,0,0,4
476,DPMDJayawardene,55,65,42,8,0,130.95,27.5,4,0,4,0,0,35.5
477,VSehwag,73,76,39,8,4,187.17,36.5,4,4,4,0,0,48.5
478,KPPietersen,50,37,26,6,3,192.3,25,3,3,4,0,0,35
479,IKPathan,0,1,1,0,0,0,0,0,0,0,0,-3,-3
480,LRPLTaylor,15,12,7,0,2,214.28,7.5,0,2,0,0,0,9.5
481,YNagar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
482,NVOjha,5,9,4,0,0,125,2.5,0,0,0,0,0,2.5
483,ACBlizzard,0,1,3,0,0,0,0,0,0,0,0,-3,-3
484,SRTendulkar,7,9,7,0,1,100,3.5,0,1,0,0,0,4.5
485,RGSharma,12,11,6,1,1,200,6,0.5,1,0,0,0,7.5
486,KDKarthik,40,47,28,7,0,142.85,20,3.5,0,0,0,0,23.5
487,ATRayudu,62,53,39,5,3,158.97,31,2.5,3,4,0,0,40.5
488,KAPollard,16,11,9,1,1,177.77,8,0.5,1,0,0,0,9.5
489,RJPeterson,2,8,2,0,0,100,1,0,0,0,0,0,1
490,HarbhajanSingh,15,21,12,2,0,125,7.5,1,0,0,0,0,8.5
491,SLMalinga,11,16,13,1,0,84.61,5.5,0.5,0,0,0,0,6
492,RPSingh,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
493,MandeepSingh,56,79,50,5,1,112,28,2.5,1,4,0,0,35.5
494,SEMarsh,32,33,22,4,1,145.45,16,2,1,0,0,0,19
495,AzharMahmood,18,17,12,0,2,150,9,0,2,0,0,0,11
496,DAMiller,19,20,15,2,0,126.66,9.5,1,0,0,0,0,10.5
497,DJHussey,7,9,4,1,0,175,3.5,0.5,0,0,0,0,4
498,BipulSharma,7,10,5,1,0,140,3.5,0.5,0,0,0,0,4
499,PPChawla,0,2,2,0,0,0,0,0,0,0,0,-3,-3
500,NSaini,6,10,4,1,0,150,3,0.5,0,0,0,0,3.5
501,PKumar,6,7,6,0,0,100,3,0,0,0,0,0,3
503,FduPlessis,29,23,20,3,2,145,14.5,1.5,2,0,0,0,18
504,SBadrinath,25,34,18,4,0,138.88,12.5,2,0,0,0,0,14.5
505,SKRaina,15,23,17,1,0,88.23,7.5,0.5,0,0,0,0,8
506,WPSaha,6,23,14,0,0,42.85,3,0,0,0,0,-3,0
507,RAJadeja,17,19,11,1,1,154.54,8.5,0.5,1,0,0,0,10
508,MSDhoni,1,3,4,0,0,25,0.5,0,0,0,0,-3,-2.5
509,DJBravo,30,26,21,0,2,142.85,15,0,2,0,0,0,17
510,JAMorkel,8,23,9,0,0,88.88,4,0,0,0,0,0,4
511,KMDNKulasekara,5,8,3,1,0,166.66,2.5,0.5,0,0,0,0,3
512,RAshwin,7,6,3,1,0,233.33,3.5,0.5,0,0,0,0,4
513,BBMcCullum,43,52,37,8,0,116.21,21.5,4,0,0,0,0,25.5
514,GGambhir,93,91,51,9,5,182.35,46.5,4.5,5,4,0,0,60
515,JHKallis,41,43,27,1,3,151.85,20.5,0.5,3,0,0,0,24
516,YKPathan,7,7,4,0,1,175,3.5,0,1,0,0,0,4.5
517,MKTiwary,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
518,TMDilshan,1,2,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
519,CHGayle,86,90,58,7,6,148.27,43,3.5,6,4,0,0,56.5
520,VKohli,18,20,19,3,0,94.73,9,1.5,0,0,0,0,10.5
521,ABdeVilliers,0,1,1,0,0,0,0,0,0,0,0,-3,-3
522,SSTiwary,19,32,22,1,1,86.36,9.5,0.5,1,0,0,0,11
523,MAAgarwal,10,21,13,1,0,76.92,5,0.5,0,0,0,0,5.5
524,DLVettori,4,11,4,0,0,100,2,0,0,0,0,0,2
525,RVinayKumar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
526,DPMDJayawardene,6,7,5,1,0,120,3,0.5,0,0,0,0,3.5
527,VSehwag,63,60,39,8,2,161.53,31.5,4,2,4,0,0,41.5
528,KPPietersen,5,3,5,1,0,100,2.5,0.5,0,0,0,0,3
529,LRPLTaylor,25,55,35,0,0,71.42,12.5,0,0,0,0,0,12.5
530,YNagar,27,32,20,2,2,135,13.5,1,2,0,0,0,16.5
531,NVOjha,11,15,11,0,1,100,5.5,0,1,0,0,0,6.5
532,IKPathan,7,11,5,1,0,140,3.5,0.5,0,0,0,0,4
534,RDravid,40,58,38,5,0,105.26,20,2.5,0,0,0,0,22.5
535,AMRahane,84,89,63,9,1,133.33,42,4.5,1,4,0,0,51.5
536,BJHodge,22,25,18,3,0,122.22,11,1.5,0,0,0,0,12.5
537,OAShah,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
538,FduPlessis,3,8,4,0,0,75,1.5,0,0,0,0,0,1.5
539,MEKHussey,18,24,19,2,0,94.73,9,1,0,0,0,0,10
540,SKRaina,44,54,34,4,1,129.41,22,2,1,0,0,0,25
541,DJBravo,12,25,12,0,1,100,6,0,1,0,0,0,7
542,MSDhoni,34,46,30,2,0,113.33,17,1,0,0,0,0,18
543,RAJadeja,9,21,13,0,0,69.23,4.5,0,0,0,0,-1,3.5
544,JAMorkel,13,11,8,0,0,162.5,6.5,0,0,0,0,0,6.5
545,GGambhir,63,92,52,6,1,121.15,31.5,3,1,4,0,0,39.5
546,BBMcCullum,2,12,8,0,0,25,1,0,0,0,0,-3,-2
547,JHKallis,26,48,31,1,1,83.87,13,0.5,1,0,0,0,14.5
548,MKTiwary,13,18,13,1,0,100,6.5,0.5,0,0,0,0,7
549,YKPathan,12,21,11,0,0,109.09,6,0,0,0,0,0,6
550,DBDas,11,10,4,2,0,275,5.5,1,0,0,0,0,6.5
552,PAPatel,0,1,1,0,0,0,0,0,0,0,0,-3,-3
553,SDhawan,13,20,18,2,0,72.22,6.5,1,0,0,0,0,7.5
554,CLWhite,74,96,45,4,4,164.44,37,2,4,4,0,0,47
555,KCSangakkara,82,74,52,10,2,157.69,41,5,2,4,0,0,52
556,JPDuminy,4,7,3,0,0,133.33,2,0,0,0,0,0,2
557,BBSamantray,2,2,2,0,0,100,1,0,0,0,0,0,1
558,MKPandey,0,1,1,0,0,0,0,0,0,0,0,-3,-3
559,MJClarke,41,62,31,7,0,132.25,20.5,3.5,0,0,0,0,24
560,SCGanguly,45,65,40,5,1,112.5,22.5,2.5,1,0,0,0,26
561,SPDSmith,47,44,27,3,2,174.07,23.5,1.5,2,0,0,0,27
562,RVUthappa,26,31,18,1,1,144.44,13,0.5,1,0,0,0,14.5
563,MManhas,7,5,4,0,1,175,3.5,0,1,0,0,0,4.5
564,MNSamuels,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
565,RDravid,57,76,43,7,0,132.55,28.5,3.5,0,4,0,0,36
566,AMRahane,42,36,32,7,0,131.25,21,3.5,0,0,0,0,24.5
567,SRWatson,8,7,9,0,1,88.88,4,0,1,0,0,0,5
568,OAShah,1,4,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
569,BJHodge,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
570,ALMenaria,2,2,4,0,0,50,1,0,0,0,0,-2,-1
571,SPGoswami,18,27,21,1,0,85.71,9,0.5,0,0,0,0,9.5
572,AAChavan,7,7,6,1,0,116.66,3.5,0.5,0,0,0,0,4
573,DPMDJayawardene,0,2,3,0,0,0,0,0,0,0,0,-3,-3
574,VSehwag,73,70,38,12,1,192.1,36.5,6,1,4,0,0,47.5
575,KPPietersen,36,47,34,3,1,105.88,18,1.5,1,0,0,0,20.5
576,LRPLTaylor,6,7,5,1,0,120,3,0.5,0,0,0,0,3.5
577,YNagar,9,15,9,1,0,100,4.5,0.5,0,0,0,0,5
578,NVOjha,11,3,3,1,1,366.66,5.5,0.5,1,0,0,0,7
579,MAAgarwal,7,6,9,0,1,77.77,3.5,0,1,0,0,0,4.5
580,CHGayle,71,65,42,6,4,169.04,35.5,3,4,4,0,0,46.5
581,VKohli,45,66,42,3,2,107.14,22.5,1.5,2,0,0,0,26
582,ABdeVilliers,17,20,13,1,1,130.76,8.5,0.5,1,0,0,0,10
583,ABMcDonald,9,10,10,1,0,90,4.5,0.5,0,0,0,0,5
584,AUKPathan,2,4,3,0,0,66.66,1,0,0,0,0,-1,0
585,SSTiwary,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
586,MandeepSingh,43,40,30,6,1,143.33,21.5,3,1,0,0,0,25.5
587,SEMarsh,8,21,10,1,0,80,4,0.5,0,0,0,0,4.5
588,NSaini,50,48,36,5,0,138.88,25,2.5,0,4,0,0,31.5
589,DJHussey,45,42,29,2,4,155.17,22.5,1,4,0,0,0,27.5
590,AzharMahmood,2,5,4,0,0,50,1,0,0,0,0,-2,-1
591,AMNayar,2,8,3,0,0,66.66,1,0,0,0,0,-1,0
592,PDogra,3,9,5,0,0,60,1.5,0,0,0,0,-1,0.5
593,PPChawla,6,7,2,0,1,300,3,0,1,0,0,0,4
594,JECFranklin,25,37,23,3,1,108.69,12.5,1.5,1,0,0,0,15
595,SRTendulkar,34,59,35,4,0,97.14,17,2,0,0,0,0,19
596,RGSharma,3,6,5,0,0,60,1.5,0,0,0,0,-1,0.5
597,RJPeterson,13,23,14,1,0,92.85,6.5,0.5,0,0,0,0,7
598,KDKarthik,18,42,22,1,0,81.81,9,0.5,0,0,0,0,9.5
599,ATRayudu,1,7,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
600,NLTCPerera,0,4,4,0,0,0,0,0,0,0,0,-3,-3
601,HarbhajanSingh,0,2,1,0,0,0,0,0,0,0,0,-3,-3
602,SLMalinga,14,15,14,1,1,100,7,0.5,1,0,0,0,8.5
603,PPOjha,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
604,RVUthappa,18,17,18,2,1,100,9,1,1,0,0,0,11
605,JDRyder,9,30,13,1,0,69.23,4.5,0.5,0,0,0,-1,4
606,MJClarke,14,21,15,2,0,93.33,7,1,0,0,0,0,8
607,SCGanguly,16,53,24,1,0,66.66,8,0.5,0,0,0,-1,7.5
608,SPDSmith,2,5,6,0,0,33.33,1,0,0,0,0,-3,-2
609,MManhas,42,59,34,5,0,123.52,21,2.5,0,0,0,0,23.5
610,WDParnell,2,8,4,0,0,50,1,0,0,0,0,-2,-1
611,BKumar,10,11,6,1,0,166.66,5,0.5,0,0,0,0,5.5
612,FduPlessis,42,63,35,2,1,120,21,1,1,0,0,0,23
613,MVijay,14,10,11,2,0,127.27,7,1,0,0,0,0,8
614,SKRaina,32,34,24,2,2,133.33,16,1,2,0,0,0,19
615,MSDhoni,34,51,28,2,0,121.42,17,1,0,0,0,0,18
616,JAMorkel,13,9,9,1,0,144.44,6.5,0.5,0,0,0,0,7
617,RAJadeja,4,19,9,0,0,44.44,2,0,0,0,0,-3,-1
618,DJBravo,12,9,4,0,1,300,6,0,1,0,0,0,7
619,SBadrinath,1,5,1,0,0,100,0.5,0,0,0,0,0,0.5
620,PAPatel,1,6,5,0,0,20,0.5,0,0,0,0,-3,-2.5
621,SDhawan,36,44,29,3,0,124.13,18,1.5,0,0,0,0,19.5
622,CLWhite,77,71,53,9,2,145.28,38.5,4.5,2,4,0,0,49
623,KCSangakkara,1,5,5,0,0,20,0.5,0,0,0,0,-3,-2.5
624,DTChristian,27,37,24,2,1,112.5,13.5,1,1,0,0,0,15.5
625,AAshishReddy,3,7,3,0,0,100,1.5,0,0,0,0,0,1.5
626,AAJhunjhunwala,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
627,GGambhir,56,63,36,4,2,155.55,28,2,2,4,0,0,36
628,BBMcCullum,42,70,43,5,1,97.67,21,2.5,1,0,0,0,24.5
629,YKPathan,11,30,15,0,0,73.33,5.5,0,0,0,0,0,5.5
630,JHKallis,1,6,4,0,0,25,0.5,0,0,0,0,-3,-2.5
631,DBDas,15,26,18,0,1,83.33,7.5,0,1,0,0,0,8.5
632,LRShukla,0,3,1,0,0,0,0,0,0,0,0,-3,-3
633,MKTiwary,6,5,4,0,0,150,3,0,0,0,0,0,3
634,RVUthappa,17,16,14,2,0,121.42,8.5,1,0,0,0,0,9.5
635,MJClarke,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
636,MKPandey,17,23,15,2,0,113.33,8.5,1,0,0,0,0,9.5
637,SPDSmith,14,21,16,1,0,87.5,7,0.5,0,0,0,0,7.5
638,MManhas,1,4,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
639,ADMathews,35,59,27,0,3,129.62,17.5,0,3,0,0,0,20.5
640,SCGanguly,36,43,35,4,1,102.85,18,2,1,0,0,0,21
641,WDParnell,1,4,2,0,0,50,0.5,0,0,0,0,-2,-1.5
642,BKumar,11,10,7,2,0,157.14,5.5,1,0,0,0,0,6.5
644,RDravid,46,60,39,8,0,117.94,23,4,0,0,0,0,27
645,AMRahane,5,5,6,1,0,83.33,2.5,0.5,0,0,0,0,3
646,SRWatson,36,29,17,4,2,211.76,18,2,2,0,0,0,22
647,ALMenaria,34,35,27,1,2,125.92,17,0.5,2,0,0,0,19.5
648,BJHodge,36,28,23,2,2,156.52,18,1,2,0,0,0,21
649,JBotha,14,19,8,2,0,175,7,1,0,0,0,0,8
650,STRBinny,0,1,1,0,0,0,0,0,0,0,0,-3,-3
651,SEMarsh,34,40,27,5,1,125.92,17,2.5,1,0,0,0,20.5
652,MandeepSingh,7,5,6,0,1,116.66,3.5,0,1,0,0,0,4.5
653,NSaini,2,19,9,0,0,22.22,1,0,0,0,0,-3,-2
654,DJHussey,8,8,6,2,0,133.33,4,1,0,0,0,0,5
655,AzharMahmood,24,34,24,2,1,100,12,1,1,0,0,0,14
656,GurkeeratSingh,23,37,24,2,0,95.83,11.5,1,0,0,0,0,12.5
657,AMNayar,9,25,8,0,0,112.5,4.5,0,0,0,0,0,4.5
658,PPChawla,5,3,4,1,0,125,2.5,0.5,0,0,0,0,3
659,RJHarris,3,3,5,0,0,60,1.5,0,0,0,0,-1,0.5
660,PKumar,7,8,8,1,0,87.5,3.5,0.5,0,0,0,0,4
661,MVijay,41,34,29,4,3,141.37,20.5,2,3,0,0,0,25.5
662,FduPlessis,9,26,11,0,0,81.81,4.5,0,0,0,0,0,4.5
663,SKRaina,36,47,21,3,2,171.42,18,1.5,2,0,0,0,21.5
664,DJBravo,40,55,33,4,1,121.21,20,2,1,0,0,0,23
665,MSDhoni,25,22,15,2,1,166.66,12.5,1,1,0,0,0,14.5
666,JAMorkel,3,7,3,0,0,100,1.5,0,0,0,0,0,1.5
667,RAJadeja,9,7,6,0,1,150,4.5,0,1,0,0,0,5.5
668,SBadrinath,1,7,1,0,0,100,0.5,0,0,0,0,0,0.5
669,RAshwin,0,2,1,0,0,0,0,0,0,0,0,-3,-3
670,JECFranklin,1,10,9,0,0,11.11,0.5,0,0,0,0,-3,-2.5
671,SRTendulkar,74,73,44,11,1,168.18,37,5.5,1,4,0,0,47.5
672,RGSharma,60,74,46,6,2,130.43,30,3,2,4,0,0,39
673,KDKarthik,11,6,5,2,0,220,5.5,1,0,0,0,0,6.5
674,ATRayudu,0,2,2,0,0,0,0,0,0,0,0,-3,-3
675,DRSmith,24,16,9,2,2,266.66,12,1,2,0,0,0,15
676,RJPeterson,0,4,2,0,0,0,0,0,0,0,0,-3,-3
677,HarbhajanSingh,0,2,1,0,0,0,0,0,0,0,0,-3,-3
678,SLMalinga,0,2,1,0,0,0,0,0,0,0,0,-3,-3
679,RPSingh,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
680,DJHarris,47,50,41,2,4,114.63,23.5,1,4,0,0,0,28.5
681,SDhawan,73,92,52,10,1,140.38,36.5,5,1,4,0,0,46.5
682,CLWhite,45,35,24,2,3,187.5,22.5,1,3,0,0,0,26.5
683,KCSangakkara,10,5,3,1,1,333.33,5,0.5,1,0,0,0,6.5
684,TMDilshan,71,77,54,8,2,131.48,35.5,4,2,4,0,0,45.5
685,CHGayle,26,52,22,1,2,118.18,13,0.5,2,0,0,0,15.5
686,VKohli,9,10,9,1,0,100,4.5,0.5,0,0,0,0,5
687,AUKPathan,4,1,4,0,0,100,2,0,0,0,0,0,2
688,ABdeVilliers,47,32,17,5,3,276.47,23.5,2.5,3,0,0,0,29
689,MAAgarwal,18,9,6,1,2,300,9,0.5,2,0,0,0,11.5
690,JSyedMohammad,4,10,1,1,0,400,2,0.5,0,0,0,0,2.5
691,DAWarner,21,27,19,2,1,110.52,10.5,1,1,0,0,0,12.5
692,VSehwag,23,17,9,3,1,255.55,11.5,1.5,1,0,0,0,14
693,DPMDJayawardene,30,45,27,3,1,111.11,15,1.5,1,0,0,0,17.5
694,LRPLTaylor,16,44,27,0,0,59.25,8,0,0,0,0,-2,6
695,IKPathan,36,34,22,4,1,163.63,18,2,1,0,0,0,21
696,YNagar,10,13,7,1,0,142.85,5,0.5,0,0,0,0,5.5
697,NVOjha,2,9,6,0,0,33.33,1,0,0,0,0,-3,-2
699,SNadeem,0,2,2,0,0,0,0,0,0,0,0,-3,-3
700,VRAaron,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
701,BBMcCullum,56,69,44,7,0,127.27,28,3.5,0,4,0,0,35.5
702,GGambhir,36,33,21,4,1,171.42,18,2,1,0,0,0,21
703,JHKallis,30,34,27,3,0,111.11,15,1.5,0,0,0,0,16.5
704,MKTiwary,8,14,6,0,0,133.33,4,0,0,0,0,0,4
705,YKPathan,7,19,11,0,0,63.63,3.5,0,0,0,0,-1,2.5
706,DBDas,1,5,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
707,SCGanguly,14,27,18,1,0,77.77,7,0.5,0,0,0,0,7.5
708,MJClarke,16,31,18,1,0,88.88,8,0.5,0,0,0,0,8.5
709,RVUthappa,13,35,19,0,0,68.42,6.5,0,0,0,0,-1,5.5
710,APMajumdar,30,24,20,1,2,150,15,0.5,2,0,0,0,17.5
711,SPDSmith,18,41,22,1,0,81.81,9,0.5,0,0,0,0,9.5
712,ADMathews,11,19,12,0,0,91.66,5.5,0,0,0,0,0,5.5
713,MManhas,11,9,9,1,0,122.22,5.5,0.5,0,0,0,0,6
714,WDParnell,2,4,2,0,0,100,1,0,0,0,0,0,1
715,RDravid,14,29,16,2,0,87.5,7,1,0,0,0,0,8
716,AMRahane,0,6,3,0,0,0,0,0,0,0,0,-3,-3
717,SRWatson,90,71,51,10,4,176.47,45,5,4,4,0,0,58
718,ALMenaria,18,36,21,1,0,85.71,9,0.5,0,0,0,0,9.5
719,OAShah,4,11,7,0,0,57.14,2,0,0,0,0,-2,0
720,MandeepSingh,75,72,48,8,3,156.25,37.5,4,3,4,0,0,48.5
721,SEMarsh,22,27,20,3,0,110,11,1.5,0,0,0,0,12.5
722,NSaini,2,4,4,0,0,50,1,0,0,0,0,-2,-1
723,DJHussey,16,22,16,1,1,100,8,0.5,1,0,0,0,9.5
724,AzharMahmood,14,26,9,2,0,155.55,7,1,0,0,0,0,8
