,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
2531,KPPietersen,6,10,12,1,0,50,3,0.5,0,0,0,-2,1.5
2532,KDKarthik,36,28,22,4,1,163.63,18,2,1,0,0,0,21
2533,JPDuminy,40,52,28,0,3,142.85,20,0,3,0,0,0,23
2534,LRShukla,10,21,14,1,0,71.42,5,0.5,0,0,0,0,5.5
2535,KMJadhav,26,18,15,3,1,173.33,13,1.5,1,0,0,0,15.5
2536,RVUthappa,47,59,34,5,1,138.23,23.5,2.5,1,0,0,0,27
2537,GGambhir,69,91,56,5,2,123.21,34.5,2.5,2,4,0,0,43
2538,MKPandey,23,38,14,2,0,164.28,11.5,1,0,0,0,0,12.5
2539,JHKallis,10,6,6,2,0,166.66,5,1,0,0,0,0,6
2540,VSehwag,30,26,23,5,1,130.43,15,2.5,1,0,0,0,18.5
2541,MandeepSingh,3,20,8,0,0,37.5,1.5,0,0,0,0,-3,-1.5
2542,GJMaxwell,90,58,38,6,8,236.84,45,3,8,4,0,0,60
2543,DAMiller,47,44,32,5,2,146.87,23.5,2.5,2,0,0,0,28
2544,GJBailey,40,21,13,6,2,307.69,20,3,2,0,0,0,25
2545,MGJohnson,11,13,6,2,0,183.33,5.5,1,0,0,0,0,6.5
2546,DRSmith,4,3,4,1,0,100,2,0.5,0,0,0,0,2.5
2547,BBMcCullum,33,57,29,3,0,113.79,16.5,1.5,0,0,0,0,18
2548,SKRaina,35,30,27,3,1,129.62,17.5,1.5,1,0,0,0,20
2549,RAJadeja,17,16,8,3,0,212.5,8.5,1.5,0,0,0,0,10
2550,FduPlessis,52,31,25,7,1,208,26,3.5,1,4,0,0,34.5
2551,MSDhoni,23,29,20,0,1,115,11.5,0,1,0,0,0,12.5
2552,MManhas,8,10,3,0,1,266.66,4,0,1,0,0,0,5
2553,RAshwin,11,6,4,2,0,275,5.5,1,0,0,0,0,6.5
2554,SDhawan,33,19,20,7,0,165,16.5,3.5,0,0,0,0,20
2555,AJFinch,9,33,10,1,0,90,4.5,0.5,0,0,0,0,5
2556,KLRahul,18,23,18,2,0,100,9,1,0,0,0,0,10
2557,NVOjha,17,23,19,1,0,89.47,8.5,0.5,0,0,0,0,9
2558,DAWarner,6,9,7,0,0,85.71,3,0,0,0,0,0,3
2559,MCHenriques,9,19,13,1,0,69.23,4.5,0.5,0,0,0,-1,4
2560,IKPathan,21,38,21,2,0,100,10.5,1,0,0,0,0,11.5
2561,KVSharma,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2562,DWSteyn,9,8,8,1,0,112.5,4.5,0.5,0,0,0,0,5
2563,AMishra,0,2,2,0,0,0,0,0,0,0,0,-3,-3
2564,BKumar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2565,AMRahane,0,2,3,0,0,0,0,0,0,0,0,-3,-3
2566,KKNair,12,18,9,3,0,133.33,6,1.5,0,0,0,0,7.5
2567,SVSamson,16,26,16,1,1,100,8,0.5,1,0,0,0,9.5
2568,SRWatson,11,13,10,1,0,110,5.5,0.5,0,0,0,0,6
2569,STRBinny,12,32,19,0,0,63.15,6,0,0,0,0,-1,5
2570,SPDSmith,22,36,33,0,0,66.66,11,0,0,0,0,-1,10
2571,RBhatia,4,20,8,0,0,50,2,0,0,0,0,-2,0
2572,JPFaulkner,4,7,6,0,0,66.66,2,0,0,0,0,-1,1
2573,KWRichardson,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2574,DSKulkarni,7,10,6,1,0,116.66,3.5,0.5,0,0,0,0,4
2575,PVTambe,3,8,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
2576,VSehwag,30,39,24,5,0,125,15,2.5,0,0,0,0,17.5
2577,MandeepSingh,21,33,15,2,0,140,10.5,1,0,0,0,0,11.5
2578,GJMaxwell,25,14,11,2,2,227.27,12.5,1,2,0,0,0,15.5
2579,DAMiller,66,48,29,8,3,227.58,33,4,3,4,0,0,44
2580,GJBailey,1,13,7,0,0,14.28,0.5,0,0,0,0,-3,-2.5
2581,WPSaha,17,32,17,0,1,100,8.5,0,1,0,0,0,9.5
2582,MGJohnson,16,18,12,1,1,133.33,8,0.5,1,0,0,0,9.5
2583,ARPatel,2,7,3,0,0,66.66,1,0,0,0,0,-1,0
2584,ShivamSharma,4,2,2,1,0,200,2,0.5,0,0,0,0,2.5
2585,LBalaji,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
2586,CHGayle,4,10,7,1,0,57.14,2,0.5,0,0,0,-2,0.5
2587,PAPatel,13,29,14,3,0,92.85,6.5,1.5,0,0,0,0,8
2588,VKohli,0,3,1,0,0,0,0,0,0,0,0,-3,-3
2589,SRana,18,19,16,2,1,112.5,9,1,1,0,0,0,11
2590,ABdeVilliers,53,43,26,1,5,203.84,26.5,0.5,5,4,0,0,36
2591,YuvrajSingh,3,11,11,0,0,27.27,1.5,0,0,0,0,-3,-1.5
2592,JAMorkel,16,7,8,0,2,200,8,0,2,0,0,0,10
2593,MAStarc,29,36,23,4,0,126.08,14.5,2,0,0,0,0,16.5
2594,HVPatel,6,6,3,1,0,200,3,0.5,0,0,0,0,3.5
2595,VRAaron,17,14,11,1,1,154.54,8.5,0.5,1,0,0,0,10
2596,YSChahal,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
2597,QdeKock,7,11,12,0,0,58.33,3.5,0,0,0,0,-2,1.5
2598,KPPietersen,35,31,19,4,2,184.21,17.5,2,2,0,0,0,21.5
2599,MAAgarwal,25,29,18,4,0,138.88,12.5,2,0,0,0,0,14.5
2600,KDKarthik,39,41,30,1,2,130,19.5,0.5,2,0,0,0,22
2601,LRShukla,21,35,22,1,1,95.45,10.5,0.5,1,0,0,0,12
2602,JPDuminy,4,13,5,0,0,80,2,0,0,0,0,0,2
2603,KMJadhav,5,14,11,0,0,45.45,2.5,0,0,0,0,-3,-0.5
2604,RShukla,2,4,3,0,0,66.66,1,0,0,0,0,-1,0
2605,AJFinch,4,19,7,0,0,57.14,2,0,0,0,0,-2,0
2606,SDhawan,4,7,8,1,0,50,2,0.5,0,0,0,-2,0.5
2607,DAWarner,12,17,9,1,0,133.33,6,0.5,0,0,0,0,6.5
2608,NVOjha,13,5,3,0,2,433.33,6.5,0,2,0,0,0,8.5
2609,LMPSimmons,38,44,38,3,2,100,19,1.5,2,0,0,0,22.5
2610,CMGautam,9,8,8,2,0,112.5,4.5,1,0,0,0,0,5.5
2611,ATRayudu,59,69,43,2,4,137.2,29.5,1,4,4,0,0,38.5
2612,RGSharma,19,28,19,1,0,100,9.5,0.5,0,0,0,0,10
2613,KAPollard,0,2,1,0,0,0,0,0,0,0,0,-3,-3
2614,CJAnderson,18,14,6,0,2,300,9,0,2,0,0,0,11
2615,APTare,9,12,5,2,0,180,4.5,1,0,0,0,0,5.5
2616,DRSmith,57,73,51,5,3,111.76,28.5,2.5,3,4,0,0,38
2617,BBMcCullum,13,20,11,1,1,118.18,6.5,0.5,1,0,0,0,8
2618,SKRaina,19,17,11,3,0,172.72,9.5,1.5,0,0,0,0,11
2619,FduPlessis,31,41,24,2,1,129.16,15.5,1,1,0,0,0,17.5
2620,MSDhoni,22,29,12,1,1,183.33,11,0.5,1,0,0,0,12.5
2621,RAJadeja,6,13,7,1,0,85.71,3,0.5,0,0,0,0,3.5
2622,MManhas,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
2624,VSehwag,72,71,50,11,1,144,36,5.5,1,4,0,0,46.5
2625,MandeepSingh,0,6,3,0,0,0,0,0,0,0,0,-3,-3
2626,WPSaha,15,19,9,3,0,166.66,7.5,1.5,0,0,0,0,9
2627,GJMaxwell,14,24,14,1,0,100,7,0.5,0,0,0,0,7.5
2628,DAMiller,13,24,14,1,0,92.85,6.5,0.5,0,0,0,0,7
2629,GJBailey,12,24,11,0,0,109.09,6,0,0,0,0,0,6
2630,RDhawan,4,6,6,0,0,66.66,2,0,0,0,0,-1,1
2631,MGJohnson,14,10,12,1,1,116.66,7,0.5,1,0,0,0,8.5
2632,ARPatel,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
2633,RVUthappa,46,31,28,8,1,164.28,23,4,1,0,0,0,28
2634,GGambhir,63,83,45,7,0,140,31.5,3.5,0,4,0,0,39
2635,MKPandey,36,51,35,3,0,102.85,18,1.5,0,0,0,0,19.5
2636,VKohli,4,11,9,1,0,44.44,2,0.5,0,0,0,-3,-0.5
2637,CHGayle,19,33,25,3,0,76,9.5,1.5,0,0,0,0,11
2638,VHZol,16,25,14,3,0,114.28,8,1.5,0,0,0,0,9.5
2639,ABdeVilliers,58,61,32,1,5,181.25,29,0.5,5,4,0,0,38.5
2640,YuvrajSingh,83,52,38,7,7,218.42,41.5,3.5,7,4,0,0,56
2641,JAMorkel,1,7,1,0,0,100,0.5,0,0,0,0,0,0.5
2642,PAPatel,2,2,1,0,0,200,1,0,0,0,0,0,1
2643,AMRahane,24,34,22,3,0,109.09,12,1.5,0,0,0,0,13.5
2644,KKNair,56,61,39,8,0,143.58,28,4,0,4,0,0,36
2645,SRWatson,1,5,5,0,0,20,0.5,0,0,0,0,-3,-2.5
2646,STRBinny,1,1,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2647,SVSamson,13,7,8,1,1,162.5,6.5,0.5,1,0,0,0,8
2648,SPDSmith,48,40,21,4,4,228.57,24,2,4,0,0,0,30
2649,JPFaulkner,41,29,17,3,3,241.17,20.5,1.5,3,0,0,0,25
2650,AJFinch,68,84,62,7,2,109.67,34,3.5,2,4,0,0,43.5
2651,SDhawan,11,29,11,2,0,100,5.5,1,0,0,0,0,6.5
2652,KLRahul,10,20,13,1,0,76.92,5,0.5,0,0,0,0,5.5
2653,DAWarner,55,47,31,6,2,177.41,27.5,3,2,4,0,0,36.5
2654,NVOjha,7,7,3,0,1,233.33,3.5,0,1,0,0,0,4.5
2655,LMPSimmons,68,71,50,5,4,136,34,2.5,4,4,0,0,44.5
2656,CMGautam,1,6,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
2657,ATRayudu,68,70,46,7,2,147.82,34,3.5,2,4,0,0,43.5
2658,RGSharma,14,16,6,3,0,233.33,7,1.5,0,0,0,0,8.5
2659,KAPollard,6,10,7,0,0,85.71,3,0,0,0,0,0,3
2660,AnkitSharma,30,33,27,4,1,111.11,15,2,1,0,0,0,18
2661,SRWatson,51,55,36,3,4,141.66,25.5,1.5,4,4,0,0,35
2662,AMRahane,4,11,7,0,0,57.14,2,0,0,0,0,-2,0
2663,KKNair,8,21,11,1,0,72.72,4,0.5,0,0,0,0,4.5
2664,STRBinny,22,27,17,0,2,129.41,11,0,2,0,0,0,13
2665,SPDSmith,9,7,8,1,0,112.5,4.5,0.5,0,0,0,0,5
2666,JPFaulkner,1,5,4,0,0,25,0.5,0,0,0,0,-3,-2.5
2667,DHYagnik,4,9,6,0,0,66.66,2,0,0,0,0,-1,1
2668,RBhatia,7,5,4,1,0,175,3.5,0.5,0,0,0,0,4
2670,DRSmith,44,43,35,5,2,125.71,22,2.5,2,0,0,0,26.5
2671,BBMcCullum,6,8,3,0,1,200,3,0,1,0,0,0,4
2672,SKRaina,2,8,3,0,0,66.66,1,0,0,0,0,-1,0
2673,FduPlessis,38,64,39,2,0,97.43,19,1,0,0,0,0,20
2674,RAshwin,14,24,16,1,0,87.5,7,0.5,0,0,0,0,7.5
2675,MSDhoni,26,28,16,1,1,162.5,13,0.5,1,0,0,0,14.5
2676,RAJadeja,11,14,6,0,1,183.33,5.5,0,1,0,0,0,6.5
2677,CHGayle,22,23,23,1,2,95.65,11,0.5,2,0,0,0,13.5
2678,PAPatel,29,57,28,4,0,103.57,14.5,2,0,0,0,0,16.5
2679,VKohli,10,13,11,0,0,90.9,5,0,0,0,0,0,5
2680,ABdeVilliers,33,29,17,4,1,194.11,16.5,2,1,0,0,0,19.5
2681,YuvrajSingh,68,42,29,1,9,234.48,34,0.5,9,4,0,0,47.5
2682,SRana,15,32,14,1,0,107.14,7.5,0.5,0,0,0,0,8
2683,MVijay,1,2,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
2684,QdeKock,6,9,6,1,0,100,3,0.5,0,0,0,0,3.5
2685,MAAgarwal,31,37,25,2,2,124,15.5,1,2,0,0,0,18.5
2686,KPPietersen,33,40,29,2,1,113.79,16.5,1,1,0,0,0,18.5
2687,JPDuminy,48,37,30,3,3,160,24,1.5,3,0,0,0,28.5
2688,KDKarthik,1,4,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2689,KMJadhav,37,34,20,3,2,185,18.5,1.5,2,0,0,0,22
2690,RShukla,2,13,6,0,0,33.33,1,0,0,0,0,-3,-2
2691,MohammedShami,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
2692,AJFinch,20,40,23,2,0,86.95,10,1,0,0,0,0,11
2693,SDhawan,45,54,37,5,2,121.62,22.5,2.5,2,0,0,0,27
2694,NVOjha,79,56,36,4,7,219.44,39.5,2,7,4,0,0,52.5
2695,DAWarner,44,31,23,3,3,191.3,22,1.5,3,0,0,0,26.5
2696,MCHenriques,0,3,1,0,0,0,0,0,0,0,0,-3,-3
2697,IKPathan,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2698,KVSharma,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
2699,VSehwag,4,2,2,1,0,200,2,0.5,0,0,0,0,2.5
2700,MVohra,47,44,20,5,2,235,23.5,2.5,2,0,0,0,28
2701,WPSaha,54,31,26,8,2,207.69,27,4,2,4,0,0,37
2702,GJMaxwell,43,34,22,2,5,195.45,21.5,1,5,0,0,0,27.5
2703,DAMiller,24,52,24,1,0,100,12,0.5,0,0,0,0,12.5
2704,GJBailey,35,27,19,2,3,184.21,17.5,1,3,0,0,0,21.5
2705,LMPSimmons,12,24,14,2,0,85.71,6,1,0,0,0,0,7
2706,CMGautam,8,10,9,1,0,88.88,4,0.5,0,0,0,0,4.5
2707,ATRayudu,33,39,27,3,1,122.22,16.5,1.5,1,0,0,0,19
2708,RGSharma,51,62,45,4,2,113.33,25.5,2,2,4,0,0,33.5
2709,CJAnderson,18,21,12,1,1,150,9,0.5,1,0,0,0,10.5
2710,KAPollard,10,17,11,0,0,90.9,5,0,0,0,0,0,5
2711,APTare,2,2,3,0,0,66.66,1,0,0,0,0,-1,0
2712,RVUthappa,80,71,52,9,3,153.84,40,4.5,3,4,0,0,51.5
2713,GGambhir,14,35,18,1,0,77.77,7,0.5,0,0,0,0,7.5
2714,MKPandey,14,26,21,0,0,66.66,7,0,0,0,0,-1,6
2715,YKPathan,20,24,13,3,0,153.84,10,1.5,0,0,0,0,11.5
2716,ShakibAlHasan,9,13,8,1,0,112.5,4.5,0.5,0,0,0,0,5
2718,AMRahane,64,78,50,8,1,128,32,4,1,4,0,0,41
2719,KKNair,19,25,14,1,1,135.71,9.5,0.5,1,0,0,0,11
2720,KKCooper,32,20,16,2,3,200,16,1,3,0,0,0,20
2721,SVSamson,40,37,25,2,3,160,20,1,3,0,0,0,24
2722,STRBinny,0,2,2,0,0,0,0,0,0,0,0,-3,-3
2723,BCJCutting,8,18,6,0,1,133.33,4,0,1,0,0,0,5
2724,JPFaulkner,23,15,8,0,3,287.5,11.5,0,3,0,0,0,14.5
2725,KPPietersen,13,37,18,1,0,72.22,6.5,0.5,0,0,0,0,7
2726,MAAgarwal,17,11,10,3,0,170,8.5,1.5,0,0,0,0,10
2727,KDKarthik,3,11,8,0,0,37.5,1.5,0,0,0,0,-3,-1.5
2728,JPDuminy,8,9,8,0,1,100,4,0,1,0,0,0,5
2729,MKTiwary,61,58,44,5,2,138.63,30.5,2.5,2,4,0,0,39
2730,LRPLTaylor,4,9,5,0,0,80,2,0,0,0,0,0,2
2731,KMJadhav,3,5,3,0,0,100,1.5,0,0,0,0,0,1.5
2732,SNadeem,1,3,4,0,0,25,0.5,0,0,0,0,-3,-2.5
2733,ImranTahir,4,15,6,1,0,66.66,2,0.5,0,0,0,-1,1.5
2734,RShukla,14,8,12,2,0,116.66,7,1,0,0,0,0,8
2736,DRSmith,9,21,15,1,0,60,4.5,0.5,0,0,0,-1,4
2737,BBMcCullum,19,19,13,1,2,146.15,9.5,0.5,2,0,0,0,12
2738,SKRaina,62,73,48,6,1,129.16,31,3,1,4,0,0,39
2739,DJHussey,25,45,29,1,1,86.2,12.5,0.5,1,0,0,0,14
2740,MSDhoni,7,8,6,1,0,116.66,3.5,0.5,0,0,0,0,4
2741,RAJadeja,10,16,9,0,0,111.11,5,0,0,0,0,0,5
2742,CHGayle,46,66,50,3,3,92,23,1.5,3,0,0,0,27.5
2743,PAPatel,10,12,14,2,0,71.42,5,1,0,0,0,0,6
2744,VKohli,27,38,29,1,1,93.1,13.5,0.5,1,0,0,0,15
2745,ABdeVilliers,28,19,14,1,3,200,14,0.5,3,0,0,0,17.5
2746,YuvrajSingh,13,14,9,0,1,144.44,6.5,0,1,0,0,0,7.5
2747,SRana,1,7,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2748,ANAhmed,4,1,1,1,0,400,2,0.5,0,0,0,0,2.5
2749,AJFinch,8,6,8,1,0,100,4,0.5,0,0,0,0,4.5
2750,SDhawan,19,26,14,4,0,135.71,9.5,2,0,0,0,0,11.5
2751,NVOjha,22,30,24,1,2,91.66,11,0.5,2,0,0,0,13.5
2752,DAWarner,34,33,18,3,2,188.88,17,1.5,2,0,0,0,20.5
2753,KLRahul,14,18,15,2,0,93.33,7,1,0,0,0,0,8
2754,IKPathan,23,34,19,2,0,121.05,11.5,1,0,0,0,0,12.5
2755,DJGSammy,7,19,16,0,0,43.75,3.5,0,0,0,0,-3,0.5
2756,KVSharma,4,7,4,0,0,100,2,0,0,0,0,0,2
2757,DWSteyn,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2758,RVUthappa,40,46,33,5,1,121.21,20,2.5,1,0,0,0,23.5
2759,GGambhir,6,10,10,1,0,60,3,0.5,0,0,0,-1,2.5
2760,MKPandey,35,56,32,3,1,109.37,17.5,1.5,1,0,0,0,20
2761,YKPathan,39,45,28,2,2,139.28,19.5,1,2,0,0,0,22.5
2762,RNtenDoeschate,25,24,15,2,1,166.66,12.5,1,1,0,0,0,14.5
2763,MEKHussey,56,72,39,3,2,143.58,28,1.5,2,4,0,0,35.5
2764,LMPSimmons,62,69,51,6,2,121.56,31,3,2,4,0,0,40
2765,KAPollard,14,26,12,0,1,116.66,7,0,1,0,0,0,8
2766,RGSharma,40,23,19,3,4,210.52,20,1.5,4,0,0,0,25.5
2767,KKNair,48,55,24,4,3,200,24,2,3,0,0,0,29
2768,UBTChand,2,12,9,0,0,22.22,1,0,0,0,0,-3,-2
2769,SRWatson,5,7,6,1,0,83.33,2.5,0.5,0,0,0,0,3
2770,SVSamson,2,5,5,0,0,40,1,0,0,0,0,-3,-2
2771,KKCooper,5,12,8,0,0,62.5,2.5,0,0,0,0,-1,1.5
2772,AnkitSharma,4,3,3,0,0,133.33,2,0,0,0,0,0,2
2773,STRBinny,2,6,10,0,0,20,1,0,0,0,0,-3,-2
2774,BJHodge,40,29,30,0,3,133.33,20,0,3,0,0,0,23
2775,JPFaulkner,31,36,21,1,2,147.61,15.5,0.5,2,0,0,0,18
2776,RBhatia,6,5,4,1,0,150,3,0.5,0,0,0,0,3.5
2777,MVijay,5,12,8,1,0,62.5,2.5,0.5,0,0,0,-1,2
2778,KPPietersen,49,48,32,6,1,153.12,24.5,3,1,0,0,0,28.5
2779,KDKarthik,69,74,44,7,3,156.81,34.5,3.5,3,4,0,0,45
2780,JPDuminy,17,28,21,1,0,80.95,8.5,0.5,0,0,0,0,9
2781,KMJadhav,0,2,1,0,0,0,0,0,0,0,0,-3,-3
2782,MAAgarwal,6,2,2,0,1,300,3,0,1,0,0,0,4
2783,MKTiwary,10,11,8,1,0,125,5,0.5,0,0,0,0,5.5
2784,WDParnell,2,1,2,0,0,100,1,0,0,0,0,0,1
2785,MohammedShami,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2786,VSehwag,23,43,22,2,1,104.54,11.5,1,1,0,0,0,13.5
2787,MVohra,42,35,19,4,3,221.05,21,2,3,0,0,0,26
2788,GJMaxwell,14,13,11,0,1,127.27,7,0,1,0,0,0,8
2789,DAMiller,2,8,6,0,0,33.33,1,0,0,0,0,-3,-2
2790,WPSaha,13,29,13,1,0,100,6.5,0.5,0,0,0,0,7
2791,ARPatel,42,52,35,5,1,120,21,2.5,1,0,0,0,24.5
2792,GJBailey,6,17,7,0,0,85.71,3,0,0,0,0,0,3
2793,RDhawan,8,7,5,1,0,160,4,0.5,0,0,0,0,4.5
2794,CHGayle,14,24,20,1,0,70,7,0.5,0,0,0,0,7.5
2795,PAPatel,4,3,4,1,0,100,2,0.5,0,0,0,0,2.5
2796,VKohli,67,72,41,4,4,163.41,33.5,2,4,4,0,0,43.5
2797,YuvrajSingh,21,27,25,2,1,84,10.5,1,1,0,0,0,12.5
2798,ABdeVilliers,29,28,17,2,1,170.58,14.5,1,1,0,0,0,16.5
2799,SRana,12,12,7,2,0,171.42,6,1,0,0,0,0,7
2800,MAStarc,6,7,6,1,0,100,3,0.5,0,0,0,0,3.5
2801,SDhawan,50,54,39,7,1,128.2,25,3.5,1,4,0,0,33.5
2802,DAWarner,59,75,46,3,4,128.26,29.5,1.5,4,4,0,0,39
2803,NVOjha,24,33,20,0,2,120,12,0,2,0,0,0,14
2804,AJFinch,11,17,9,1,0,122.22,5.5,0.5,0,0,0,0,6
2805,DJGSammy,10,4,4,0,1,250,5,0,1,0,0,0,6
2806,DRSmith,5,5,6,1,0,83.33,2.5,0.5,0,0,0,0,3
2807,BBMcCullum,28,45,24,1,2,116.66,14,0.5,2,0,0,0,16.5
2808,SKRaina,65,73,52,3,5,125,32.5,1.5,5,4,0,0,43
2809,FduPlessis,23,28,20,2,0,115,11.5,1,0,0,0,0,12.5
2810,MSDhoni,21,18,15,1,1,140,10.5,0.5,1,0,0,0,12
2811,RAJadeja,9,13,4,0,1,225,4.5,0,1,0,0,0,5.5
2812,RVUthappa,67,53,39,10,1,171.79,33.5,5,1,4,0,0,43.5
2813,GGambhir,21,30,20,3,0,105,10.5,1.5,0,0,0,0,12
2814,MKPandey,18,48,28,0,0,64.28,9,0,0,0,0,-1,8
2815,ShakibAlHasan,46,25,21,6,2,219.04,23,3,2,0,0,0,28
2816,VSehwag,17,10,11,1,2,154.54,8.5,0.5,2,0,0,0,11
2817,MVohra,36,47,34,4,1,105.88,18,2,1,0,0,0,21
2818,SEMarsh,30,31,17,2,2,176.47,15,1,2,0,0,0,18
2819,GJMaxwell,2,7,3,0,0,66.66,1,0,0,0,0,-1,0
2820,GJBailey,39,41,30,2,2,130,19.5,1,2,0,0,0,22.5
2821,WPSaha,3,11,8,0,0,37.5,1.5,0,0,0,0,-3,-1.5
2822,ARPatel,6,9,6,1,0,100,3,0.5,0,0,0,0,3.5
2823,RDhawan,14,20,9,2,0,155.55,7,1,0,0,0,0,8
2824,BEHendricks,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2825,ShivamSharma,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
2826,LMPSimmons,100,86,61,14,2,163.93,50,7,2,4,8,0,71
2827,MEKHussey,6,34,13,0,0,46.15,3,0,0,0,0,-3,0
2828,ATRayudu,17,18,14,0,0,121.42,8.5,0,0,0,0,0,8.5
2829,RGSharma,18,25,20,2,0,90,9,1,0,0,0,0,10
2830,KAPollard,8,6,6,0,1,133.33,4,0,1,0,0,0,5
2831,RVUthappa,83,100,51,10,1,162.74,41.5,5,1,4,0,0,51.5
2832,GGambhir,4,4,4,1,0,100,2,0.5,0,0,0,0,2.5
2833,MKPandey,13,15,12,3,0,108.33,6.5,1.5,0,0,0,0,8
2834,YKPathan,22,17,13,1,2,169.23,11,0.5,2,0,0,0,13.5
2835,ShakibAlHasan,60,53,38,5,3,157.89,30,2.5,3,4,0,0,39.5
2836,RNtenDoeschate,6,7,3,0,1,200,3,0,1,0,0,0,4
2837,CHGayle,6,9,9,1,0,66.66,3,0.5,0,0,0,-1,2.5
2838,YVTakawale,45,55,36,5,1,125,22.5,2.5,1,0,0,0,26
2839,VKohli,38,41,31,3,1,122.58,19,1.5,1,0,0,0,21.5
2840,YuvrajSingh,22,21,12,1,2,183.33,11,0.5,2,0,0,0,13.5
2841,ABdeVilliers,13,20,13,1,0,100,6.5,0.5,0,0,0,0,7
2842,SRana,19,17,12,2,0,158.33,9.5,1,0,0,0,0,10.5
2843,MAStarc,12,14,8,1,0,150,6,0.5,0,0,0,0,6.5
2844,DRSmith,47,27,28,4,4,167.85,23.5,2,4,0,0,0,29.5
2845,FduPlessis,19,14,11,4,0,172.72,9.5,2,0,0,0,0,11.5
2846,SKRaina,4,21,7,0,0,57.14,2,0,0,0,0,-2,0
2847,DJHussey,50,62,33,5,2,151.51,25,2.5,2,4,0,0,33.5
2848,MSDhoni,57,53,41,2,4,139.02,28.5,1,4,4,0,0,37.5
2849,DAWarner,90,48,45,12,3,200,45,6,3,4,0,0,58
2850,SDhawan,64,86,49,4,2,130.61,32,2,2,4,0,0,40
2851,NVOjha,19,24,18,0,1,105.55,9.5,0,1,0,0,0,10.5
2852,AJFinch,7,3,3,0,1,233.33,3.5,0,1,0,0,0,4.5
2853,DJGSammy,0,4,3,0,0,0,0,0,0,0,0,-3,-3
2854,YVenugopalRao,4,3,1,1,0,400,2,0.5,0,0,0,0,2.5
2855,LMPSimmons,35,39,25,5,0,140,17.5,2.5,0,0,0,0,20
2856,MEKHussey,56,55,33,7,2,169.69,28,3.5,2,4,0,0,37.5
2857,RGSharma,30,25,21,4,0,142.85,15,2,0,0,0,0,17
2858,KAPollard,11,12,8,0,1,137.5,5.5,0,1,0,0,0,6.5
2859,ATRayudu,2,7,3,0,0,66.66,1,0,0,0,0,-1,0
2860,APTare,14,10,8,3,0,175,7,1.5,0,0,0,0,8.5
2861,HarbhajanSingh,2,9,3,0,0,66.66,1,0,0,0,0,-1,0
2862,SGopal,11,17,10,1,0,110,5.5,0.5,0,0,0,0,6
2863,MdeLange,1,4,2,0,0,50,0.5,0,0,0,0,-2,-1.5
2864,PPOjha,2,3,2,0,0,100,1,0,0,0,0,0,1
2865,JJBumrah,0,2,2,0,0,0,0,0,0,0,0,-3,-3
2866,MVijay,8,19,12,0,0,66.66,4,0,0,0,0,-1,3
2867,KPPietersen,44,32,31,6,1,141.93,22,3,1,0,0,0,26
2868,KDKarthik,7,18,13,1,0,53.84,3.5,0.5,0,0,0,-2,2
2869,MKTiwary,41,45,31,5,1,132.25,20.5,2.5,1,0,0,0,24
2870,JPDuminy,45,46,29,0,4,155.17,22.5,0,4,0,0,0,26.5
2871,KMJadhav,7,6,5,1,0,140,3.5,0.5,0,0,0,0,4
2872,VSehwag,18,11,8,3,1,225,9,1.5,1,0,0,0,11.5
2873,MVohra,25,32,20,3,1,125,12.5,1.5,1,0,0,0,15
2874,SEMarsh,40,47,35,5,1,114.28,20,2.5,1,0,0,0,23.5
2875,WPSaha,27,32,20,4,0,135,13.5,2,0,0,0,0,15.5
2876,DAMiller,29,34,20,0,2,145,14.5,0,2,0,0,0,16.5
2877,GJBailey,26,28,18,1,1,144.44,13,0.5,1,0,0,0,14.5
2878,AMRahane,23,40,26,2,0,88.46,11.5,1,0,0,0,0,12.5
2879,KKNair,11,12,6,2,0,183.33,5.5,1,0,0,0,0,6.5
2880,SVSamson,30,50,29,2,1,103.44,15,1,1,0,0,0,17
2881,SRWatson,0,1,1,0,0,0,0,0,0,0,0,-3,-3
2882,STRBinny,7,11,10,0,0,70,3.5,0,0,0,0,0,3.5
2883,RTewatia,16,21,13,0,1,123.07,8,0,1,0,0,0,9
